image_id,relative_path,file_name,mineral_label,four_class_label,four_class_id,source_site,source_type,mindat_photo_id,detail_page_url,download_source_url,page_title,locality,photographer_or_credit,license_or_rights,screening_decision,manual_review_required,metadata_source_file,metadata_status,metadata_missing_fields,width,height,aspect_ratio,megapixels,file_size_bytes,image_format,image_mode,sha256,dhash64,dimension_pass,quality_status,quality_error,exact_duplicate_group_size,near_duplicate_group_id,near_duplicate_group_size,split_group_id,split
VTM-002039,raw_negative/gangue_negative/calcite/calcite_mindat_p798246_page9_027_raw.jpg,calcite_mindat_p798246_page9_027_raw.jpg,calcite,gangue_negative,2,mindat.org,online_mineral_gallery,798246,https://zh.mindat.org/photo-798246.html,https://zh.mindat.org/imagecache/b1/96/03371200017392290413549.jpg,Calcite,"Stefanie Mine, Bad Bleiberg, Villach-Land District, Carinthia, Austria",Very attractive Calcite twin from the 12th level of Mine Stefanie. Collected in 1975. Klehwa Collection.,Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_calcite_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,142140,JPEG,RGB,995ea775688f17b83cfc384146f931ae2f21db67d564cd39b47c1fa00b07d864,10264f4f0b0b2f0e,True,pass,,1,DG-f88ec8867b76,1,DG-f88ec8867b76,val
VTM-002040,raw_negative/gangue_negative/calcite/calcite_mindat_p806155_page3_004_raw.jpg,calcite_mindat_p806155_page3_004_raw.jpg,calcite,gangue_negative,2,mindat.org,online_mineral_gallery,806155,https://zh.mindat.org/photo-806155.html,https://zh.mindat.org/imagecache/54/4f/01140670017380224871129.jpg,Calcite,"Nuristan, Afghanistan","3.0 x 2.3 x 1.6 cm. Were it not for the fact that the piece came directly from Herb Obodda, whom I'm certain obtained it directly from the source, I might question its authenticity. Sharp, hexagonal, soft golden calcite crystals measuring up to 1.5 cm make up this large thumbnail sized specimen.",Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_calcite_final_unique_manifest.csv,complete_core,,636,848,0.75,0.5393,233684,JPEG,RGB,c5a62bde86ab0f39c5e93857b5bee0c313b1b621880bf02d31dd6d8580c5d5da,0803030563230229,True,pass,,1,DG-e69c3cb2f2a9,1,DG-e69c3cb2f2a9,train
VTM-002041,raw_negative/gangue_negative/calcite/calcite_mindat_p812483_page2_001_raw.jpg,calcite_mindat_p812483_page2_001_raw.jpg,calcite,gangue_negative,2,mindat.org,online_mineral_gallery,812483,https://zh.mindat.org/photo-812483.html,https://zh.mindat.org/imagecache/4c/a2/09684120017366990192735.jpg,"Calcite, Limonite",Calcite on Limonite Matrix Weight: 42g rlh948,,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_calcite_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,424317,JPEG,RGB,1f52bf3fa45f8ddcb8a7d7120f19ed7de1f6f05a7ce556944f509c9189763544,97052a9210098a0f,True,pass,,1,DG-2b95d37cdbac,1,DG-2b95d37cdbac,test
VTM-002042,raw_negative/gangue_negative/calcite/calcite_mindat_p814963_page9_006_raw.jpg,calcite_mindat_p814963_page9_006_raw.jpg,calcite,gangue_negative,2,mindat.org,online_mineral_gallery,814963,https://zh.mindat.org/photo-814963.html,https://zh.mindat.org/imagecache/11/9d/05497620017366258384973.jpg,Calcite,"Bundesstrombauamt quarry, Bad Deutsch-Altenburg, Bruck an der Leitha District, Lower Austria, Austria",,Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_calcite_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,274245,JPEG,RGB,1d6666b07a3e16397e860b1fa8d928e28b93e438cb7cb94fd71573697dc95fa2,4c8e960f0770b4b8,True,pass,,1,DG-6b0f78e524ac,1,DG-6b0f78e524ac,train
VTM-002043,raw_negative/gangue_negative/calcite/calcite_mindat_p906370_page1_059_raw.jpg,calcite_mindat_p906370_page1_059_raw.jpg,calcite,gangue_negative,2,mindat.org,online_mineral_gallery,906370,https://zh.mindat.org/photo-906370.html,https://zh.mindat.org/imagecache/ba/b2/05366840017364038062702.jpg,"Calcite, Pyrite, Sphalerite","Chipping Sodbury Quarry, Sodbury, South Gloucestershire, Gloucestershire, England, UK","Calcite on Pyrite on Calcite, on a layer of Sphalerite. From the Chipping Sodbury Quarry. Note the small crystals under the Sphalerite. Collection and Photo: Louis Verschuren",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_calcite_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,294424,JPEG,RGB,56177908342b53f1595c131748e198439237dff56d6551b8dc9ed37f304f8323,491e932b0796172b,True,pass,,1,DG-1d09b31035a6,1,DG-1d09b31035a6,test
VTM-002044,raw_negative/gangue_negative/calcite/calcite_mindat_p938425_page7_008_raw.jpg,calcite_mindat_p938425_page7_008_raw.jpg,calcite,gangue_negative,2,mindat.org,online_mineral_gallery,938425,https://zh.mindat.org/photo-938425.html,https://zh.mindat.org/imagecache/f8/e7/05751140017362539911300.jpg,"Calcite, Fluorite","Gobi Desert, Asia",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_calcite_final_unique_manifest.csv,complete_core,,1200,896,1.339286,1.0752,236119,JPEG,RGB,d3a174b8fed8f6470529518e0c8ef5b992b943dd7f42fc2be0475bd77941c112,a44e9e33674b7b78,True,pass,,1,DG-6975427a2b00,1,DG-6975427a2b00,train
VTM-002045,raw_negative/gangue_negative/feldspar/feldspar_mindat_p015038_page5_022_raw.jpg,feldspar_mindat_p015038_page5_022_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,15038,https://zh.mindat.org/photo-15038.html,https://zh.mindat.org/imagecache/ea/7d/03390170017367237077263.jpg,"Microcline, Quartz","Las Palomas Quarry, Coronel Pringles Department, San Luis Province, Argentina",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,93151,JPEG,RGB,70a291fb1161b70a6680d5cef55a1382f931242833c6fba69d96bac6eeea4624,e1c9c0d49c9c96d6,True,pass,,1,DG-a411047b0d5e,1,DG-a411047b0d5e,test
VTM-002046,raw_negative/gangue_negative/feldspar/feldspar_mindat_p015406_page5_024_raw.jpg,feldspar_mindat_p015406_page5_024_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,15406,https://zh.mindat.org/photo-15406.html,https://zh.mindat.org/imagecache/97/98/06308910017363363771195.jpg,"Microcline, Quartz (Var: Smoky Quartz), Albite","Papachacra pegmatites, Papachacra, Corral Quemado, Belén Department, Catamarca Province, Argentina",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1600,1204,1.328904,1.9264,271737,JPEG,RGB,0d3ebdb98573ab523688264cc1c2f8117eea0ea523b91d032e16d505e7d8694b,ead296aa58188989,True,pass,,1,DG-168ff7c2fa35,1,DG-168ff7c2fa35,train
VTM-002047,raw_negative/gangue_negative/feldspar/feldspar_mindat_p018620_page5_031_raw.jpg,feldspar_mindat_p018620_page5_031_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,18620,https://zh.mindat.org/photo-18620.html,https://zh.mindat.org/imagecache/8d/b8/02595750017368104698514.jpg,"Microcline, Mica Group, Quartz (Var: Smoky Quartz)","Papachacra Mountains, Papachacra, Corral Quemado, Belén Department, Catamarca Province, Argentina",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,108918,JPEG,RGB,688e60d1f1ab5b1a019f1c3a9a6f602f7adca9e794ab116ed8d505c480895567,1e2f37131b339607,True,pass,,1,DG-a5a67670b9c2,1,DG-a5a67670b9c2,train
VTM-002048,raw_negative/gangue_negative/feldspar/feldspar_mindat_p018621_page5_018_raw.jpg,feldspar_mindat_p018621_page5_018_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,18621,https://zh.mindat.org/photo-18621.html,https://zh.mindat.org/imagecache/1b/df/00414480017384875581138.jpg,"Microcline, Albite","Papachacra pegmatites, Papachacra, Corral Quemado, Belén Department, Catamarca Province, Argentina",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1600,1204,1.328904,1.9264,190632,JPEG,RGB,3d55eb36d460bcaf39ffd1b87012637ca62e39e3bb295320bcb58279ca6fe5bf,1e3e56773f33938b,True,pass,,1,DG-571b6e5832cb,1,DG-571b6e5832cb,test
VTM-002049,raw_negative/gangue_negative/feldspar/feldspar_mindat_p018717_page5_006_raw.jpg,feldspar_mindat_p018717_page5_006_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,18717,https://zh.mindat.org/photo-18717.html,https://zh.mindat.org/imagecache/f0/25/09657540017368104572480.jpg,"Microcline, Albite","Papachacra Mountains, Papachacra, Corral Quemado, Belén Department, Catamarca Province, Argentina",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1600,1204,1.328904,1.9264,172685,JPEG,RGB,14e3c06b4ef4bee887d42dcf59cc26227bf42a8a5ce7a27f7204c7d372cf1a95,4b8b3d6cdd99bf76,True,pass,,1,DG-cfcc87ff9ae6,1,DG-cfcc87ff9ae6,train
VTM-002050,raw_negative/gangue_negative/feldspar/feldspar_mindat_p020850_page6_015_raw.jpg,feldspar_mindat_p020850_page6_015_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,20850,https://zh.mindat.org/photo-20850.html,https://zh.mindat.org/imagecache/50/4c/04344070017362348513364.jpg,Microcline (Var: Amazonite),"Broken Hill, Broken Hill district, Yancowinna Co., New South Wales, Australia",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,188032,JPEG,RGB,06db526c82fb0eb3db77d2f76f72a7f709067a39775525bcc4272da953c61104,9c07434686868309,True,pass,,1,DG-b3c27b551590,1,DG-b3c27b551590,train
VTM-002051,raw_negative/gangue_negative/feldspar/feldspar_mindat_p023744_page6_024_raw.jpg,feldspar_mindat_p023744_page6_024_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,23744,https://zh.mindat.org/photo-23744.html,https://zh.mindat.org/imagecache/92/ca/01895470017362351059711.jpg,Microcline,"Broken Hill, Broken Hill district, Yancowinna Co., New South Wales, Australia","From the collection of the eminent Fred Pough, a very uncommon specimen of plumbian (lead content) microcline from Broken Hill. The microcline is transparent-to-translucent, a pretty grass green, and is probably lightly buffed on its rather rough frontal face to show off the color which is what really makes this unusual. It is not a complete ...",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,423708,JPEG,RGB,ab4b1802fe9592c91095e15657af46e51a5865217ceadeb12546d66623fa3620,1d2370306eece162,True,pass,,1,DG-18f7eb45bc18,1,DG-18f7eb45bc18,train
VTM-002052,raw_negative/gangue_negative/feldspar/feldspar_mindat_p024774_page1_018_raw.jpg,feldspar_mindat_p024774_page1_018_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,24774,https://zh.mindat.org/photo-24774.html,https://zh.mindat.org/imagecache/df/f1/05475210017362624661055.jpg,Feldspar Group,"Franklin, Sussex County, New Jersey, USA","Specimen from the Gerard Troost collection (ca. 1810 - 1850). The catalogue description reads: ""Feldspath, a confused crystallisation of the blue feldspar with amphibole, Franklin, New Jersey."" This specimen was likely collected before 1825, probably when Troost was living in Philadelphia between 1810 and 1826. It is in the Troost collection at ...",Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,131959,JPEG,RGB,09fc8b696cd09c619bb4e239247645e187ed96fdc98028d4a905747e8622d35d,2f3d6dcdb5e97b7f,True,pass,,1,DG-8c6229423a18,1,DG-8c6229423a18,train
VTM-002053,raw_negative/gangue_negative/feldspar/feldspar_mindat_p029142_page5_026_raw.jpg,feldspar_mindat_p029142_page5_026_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,29142,https://zh.mindat.org/photo-29142.html,https://zh.mindat.org/imagecache/e0/1e/04400270017368104668137.jpg,"Microcline, Florencite-(Ce)","Papachacra pegmatites, Papachacra, Corral Quemado, Belén Department, Catamarca Province, Argentina",Specimen size: 3.0 x 2.0 x 1.8 cm. In its faces there are red brown microcrystals (size less than 0.5 mm) of Florencite-Ce.,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,103643,JPEG,RGB,168e8c91edca93b3c4d535d36a4d9d122e87958f56726339faa7eb6bcc0911b2,9e8733b3b1f8f8f0,True,pass,,1,DG-fd56db2790f4,1,DG-fd56db2790f4,train
VTM-002054,raw_negative/gangue_negative/feldspar/feldspar_mindat_p029165_page1_010_raw.jpg,feldspar_mindat_p029165_page1_010_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,29165,https://zh.mindat.org/photo-29165.html,https://zh.mindat.org/imagecache/2e/a3/03490460017430993353607.jpg,"Feldspar Group, Quartz, Schorl, Opal-A (Var: Opal-AN)","Erongo Mountains, Erongo Region, Namibia",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,161025,JPEG,RGB,376d91f6fabf6210fb77a81882839d6c838cd3b156ba811d5677250254e60be3,64985673351781b4,True,pass,,1,DG-a16d935f0838,1,DG-a16d935f0838,test
VTM-002055,raw_negative/gangue_negative/feldspar/feldspar_mindat_p030793_page1_006_raw.jpg,feldspar_mindat_p030793_page1_006_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,30793,https://zh.mindat.org/photo-30793.html,https://zh.mindat.org/imagecache/70/bd/01639100017747711822973.jpg,Feldspar Group,"Long Point prospect, Lansdowne Township, Leeds and Grenville Counties, Ontario, Canada",,Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1600,1204,1.328904,1.9264,493256,JPEG,RGB,ff2ddcb5db9077fd9650b2e04e35f05de016babf73261cd61bdc0a1871adcc0c,a44d0f16876ead76,True,pass,,1,DG-a60de25843e1,1,DG-a60de25843e1,test
VTM-002056,raw_negative/gangue_negative/feldspar/feldspar_mindat_p033066_page5_021_raw.jpg,feldspar_mindat_p033066_page5_021_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,33066,https://zh.mindat.org/photo-33066.html,https://zh.mindat.org/imagecache/40/89/08574700017363363765556.jpg,"Microcline, Quartz (Var: Smoky Quartz)","Papachacra pegmatites, Papachacra, Corral Quemado, Belén Department, Catamarca Province, Argentina",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,151466,JPEG,RGB,98648f6279788a7fa3efe2de32ce0d8a3846be28db696115be2e5d79c68ad81a,08094bcb6b674666,True,pass,,1,DG-f9c76eb1affa,1,DG-f9c76eb1affa,train
VTM-002057,raw_negative/gangue_negative/feldspar/feldspar_mindat_p033102_page1_011_raw.jpg,feldspar_mindat_p033102_page1_011_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,33102,https://zh.mindat.org/photo-33102.html,https://zh.mindat.org/imagecache/3d/5d/00170290017366553113415.jpg,"Feldspar Group, Scapolite","Griffith area, Griffith Township, Greater Madawaska, Renfrew County, Ontario, Canada",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,59982,JPEG,RGB,b854503a0668e041bac00ec51fc72de8b21d41b9f2087272d8a86609141b3333,e5a6323332929a9e,True,pass,,1,DG-69efed462ca5,1,DG-69efed462ca5,train
VTM-002058,raw_negative/gangue_negative/feldspar/feldspar_mindat_p036971_page1_016_raw.jpg,feldspar_mindat_p036971_page1_016_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,36971,https://zh.mindat.org/photo-36971.html,https://zh.mindat.org/imagecache/78/f7/09629930017747711839471.jpg,"Feldspar Group, Moonstone","Sonora, Mexico",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,168546,JPEG,RGB,83022ad7f6c62871907bc340b31efe2c376caf4152baf4402dc7bfc7a5352e09,39e8e4f0f0d8e8f8,True,pass,,1,DG-92f5f13947b3,1,DG-92f5f13947b3,train
VTM-002059,raw_negative/gangue_negative/feldspar/feldspar_mindat_p038975_page1_004_raw.jpg,feldspar_mindat_p038975_page1_004_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,38975,https://zh.mindat.org/photo-38975.html,https://zh.mindat.org/imagecache/a3/04/04213630017362624614494.jpg,Feldspar Group,"Loučná pod Klínovcem, Chomutov District, Ústí nad Labem Region, Czech Republic",,Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,64044,JPEG,RGB,7ae18474bb530b6ab1c91b623aef99c6fcd288208dcafa58ea27045152ef15ba,59e4cedadedefcfc,True,pass,,1,DG-7a4ef2336533,1,DG-7a4ef2336533,train
VTM-002060,raw_negative/gangue_negative/feldspar/feldspar_mindat_p039841_page1_040_raw.jpg,feldspar_mindat_p039841_page1_040_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,39841,https://zh.mindat.org/photo-39841.html,https://zh.mindat.org/imagecache/d2/8e/08841540017648428199339.jpg,"Feldspar Group, Quartz","Nossa Senhora da Esperança quarry, Quintela de Azurara, Mangualde, Viseu, Portugal",© photo and collection of Martins da Pedra,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,124991,JPEG,RGB,cf2f8ed6719188a648ef3fa7e09509ca6d4dd0cb53b50cc40265c7df1d70d000,0cd8f8eccce292cc,True,pass,,1,DG-b1338dbf8637,1,DG-b1338dbf8637,train
VTM-002061,raw_negative/gangue_negative/feldspar/feldspar_mindat_p041024_page1_019_raw.jpg,feldspar_mindat_p041024_page1_019_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,41024,https://zh.mindat.org/photo-41024.html,https://zh.mindat.org/imagecache/eb/f3/07749520017365500924756.jpg,Feldspar Group,"Castelões, Macedo de Cavaleiros, Bragança, Portugal",© Photo & Collection of Martins da Pedra,Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1600,1204,1.328904,1.9264,89826,JPEG,RGB,9fb4a0ececdf52b8564af0d622e4b077bdbbde1c7b6f1daede706096d092e0c2,024d8e8e0e1e8d08,True,pass,,1,DG-d8d5a8e4adc9,1,DG-d8d5a8e4adc9,train
VTM-002062,raw_negative/gangue_negative/feldspar/feldspar_mindat_p041027_page1_021_raw.jpg,feldspar_mindat_p041027_page1_021_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,41027,https://zh.mindat.org/photo-41027.html,https://zh.mindat.org/imagecache/20/0c/08180920017362624676158.jpg,Feldspar Group,"Borrageiro Mine, Cabril, Montalegre, Vila Real, Portugal",© Photo & Collection of Martins da Pedra,Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,67155,JPEG,RGB,4a4fbbac547be755e7e432034c1160db3dccf856ad8cd44054815bd21308abc9,071b4b474d696161,True,pass,,1,DG-ad9872c2eee4,1,DG-ad9872c2eee4,train
VTM-002063,raw_negative/gangue_negative/feldspar/feldspar_mindat_p041039_page1_043_raw.jpg,feldspar_mindat_p041039_page1_043_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,41039,https://zh.mindat.org/photo-41039.html,https://zh.mindat.org/imagecache/fb/d4/02940910017362624804703.jpg,Feldspar Group,"Regada, Cubos-Mesquitela-Mangualde area, Mangualde, Mangualde, Viseu, Portugal",© Photo & Collection of Martins da Pedra,Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,226145,JPEG,RGB,850de9c10113c63db237f1326c3f3e02cfbc9fd49a38f516634deb2d49b049d8,c7b1e0c6c7c16327,True,pass,,1,DG-703e09832e66,1,DG-703e09832e66,train
VTM-002064,raw_negative/gangue_negative/feldspar/feldspar_mindat_p041040_page1_024_raw.jpg,feldspar_mindat_p041040_page1_024_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,41040,https://zh.mindat.org/photo-41040.html,https://zh.mindat.org/imagecache/72/22/07008000017362624689656.jpg,Feldspar Group,"Regada, Cubos-Mesquitela-Mangualde area, Mangualde, Mangualde, Viseu, Portugal",© Photo & Collection of Martins da Pedra,Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,158295,JPEG,RGB,8279f1b8be425c9598396b2fdf2cbdce968efa3100ee309b09a534aad0023deb,17736949c89e6723,True,pass,,1,DG-26da55e0c997,1,DG-26da55e0c997,test
VTM-002065,raw_negative/gangue_negative/feldspar/feldspar_mindat_p041605_page5_029_raw.jpg,feldspar_mindat_p041605_page5_029_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,41605,https://zh.mindat.org/photo-41605.html,https://zh.mindat.org/imagecache/4c/5a/05744250017384875608744.jpg,"Microcline, Quartz (Var: Smoky Quartz)","Papachacra pegmatites, Papachacra, Corral Quemado, Belén Department, Catamarca Province, Argentina",Specimen size: 6.3 x 3.3 x 4.1 cm. Size of longest crystal: 2.7 cm.,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,68713,JPEG,RGB,ae9eb5341183c7c329854fc83f54f24ed593262647dc6b2bda380afd6c12fd0f,86f23636747870e8,True,pass,,1,DG-da3cfad91132,1,DG-da3cfad91132,train
VTM-002066,raw_negative/gangue_negative/feldspar/feldspar_mindat_p044212_page1_023_raw.jpg,feldspar_mindat_p044212_page1_023_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,44212,https://zh.mindat.org/photo-44212.html,https://zh.mindat.org/imagecache/e1/7a/04273580017362624695263.jpg,"Feldspar Group, Magnetite","Monte de São Bartolomeu, Nazaré, Nazaré, Leiria, Portugal","Small magnetite crystals with feldspar. Rui Nunes' specimen and photo, 2005.",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,201655,JPEG,RGB,41461a7054919d2283d7e021753f0ffd853650171e009b57cb3f6e08eb66a573,93c585dcc8ca4931,True,pass,,1,DG-1a29328ea087,1,DG-1a29328ea087,train
VTM-002067,raw_negative/gangue_negative/feldspar/feldspar_mindat_p045068_page1_035_raw.jpg,feldspar_mindat_p045068_page1_035_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,45068,https://zh.mindat.org/photo-45068.html,https://zh.mindat.org/imagecache/1b/06/03802880017580290374362.jpg,Feldspar Group,"Seixigal, Vilas Boas, Vidago, Chaves, Vila Real, Portugal","Feldspar with Manebach twinning. Collection and photo Rui Nunes, 2005.",Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,112021,JPEG,RGB,40350bcad1b85fc251665087ca5160575047e7ecd1be9983561a9e3a6c5b5b4d,4892726969a1b410,True,pass,,1,DG-c518f5543b12,1,DG-c518f5543b12,train
VTM-002068,raw_negative/gangue_negative/feldspar/feldspar_mindat_p045069_page1_041_raw.jpg,feldspar_mindat_p045069_page1_041_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,45069,https://zh.mindat.org/photo-45069.html,https://zh.mindat.org/imagecache/ba/20/06767370017362624791361.jpg,Feldspar Group,"Seixigal, Vilas Boas, Vidago, Chaves, Vila Real, Portugal","Feldspar Manebach twin. Collection and photo Rui Nunes, 2005.",Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,68538,JPEG,RGB,7a790d89ebd36264b98b32d1544cc2ce0edb1abeac4fdc14de48d87de9b310cf,2816ad6d69727218,True,pass,,1,DG-a935bf04c969,1,DG-a935bf04c969,train
VTM-002069,raw_negative/gangue_negative/feldspar/feldspar_mindat_p046628_page1_014_raw.jpg,feldspar_mindat_p046628_page1_014_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,46628,https://zh.mindat.org/photo-46628.html,https://zh.mindat.org/imagecache/20/7c/08686180017362624641212.jpg,Feldspar Group,"Monte de São Bartolomeu, Nazaré, Nazaré, Leiria, Portugal","Rui Nunes' specimen and photo, 2006.",Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,800,602,1.328904,0.4816,94971,JPEG,RGB,ff4b93369112e38e0451dfbaea7cabc972576b1cf0754e1cad5ee67abb6982f9,039c592c0f8dc592,True,pass,,1,DG-44d8b6d964ce,1,DG-44d8b6d964ce,val
VTM-002070,raw_negative/gangue_negative/feldspar/feldspar_mindat_p047554_page1_036_raw.jpg,feldspar_mindat_p047554_page1_036_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,47554,https://zh.mindat.org/photo-47554.html,https://zh.mindat.org/imagecache/7c/3a/08146270017428625611599.jpg,Feldspar Group,"Viseu, Portugal","Feldspar Carlsbad twin ~ 80 mm. Rui Nunes' specimen and photo, 2006.",Mindat photo page rights; verify per photo before republication,keep_prelim,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1130,848,1.332547,0.9582,268361,JPEG,RGB,0252e44461413c157ee9666ee91394cc18f1f1d7c02febde5879ae679f67e422,dff9d4dcccfa7ede,True,pass,,1,DG-4d2397e45b8d,1,DG-4d2397e45b8d,train
VTM-002071,raw_negative/gangue_negative/feldspar/feldspar_mindat_p048213_page1_017_raw.jpg,feldspar_mindat_p048213_page1_017_raw.jpg,feldspar,gangue_negative,2,mindat.org,online_mineral_gallery,48213,https://zh.mindat.org/photo-48213.html,https://zh.mindat.org/imagecache/b3/6e/08928150017362624655375.jpg,"Feldspar Group, Tourmaline","Himalaya Mine, Gem Hill, Mesa Grande Mining District, San Diego County, California, USA","A VERY interesting, if not beautiful, Himalaya tourmaline specimen, in that feldspar has replaced much of the crystal, including internally, but the form has been perfectly preserved. About half the original termination is intact. This is a big, fat pseudomorph crystal. 5.6 x 3.4 x 2.9cm",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_feldspar_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,304606,JPEG,RGB,15e67a4be0a46eb0c681798dfb6d64aad04ba611f33ac55c2cdaf4cea9d2aa2d,e0e0e0e0c0c0d0e1,True,pass,,1,DG-b0dfd574378f,1,DG-b0dfd574378f,train
