image_id,relative_path,file_name,mineral_label,four_class_label,four_class_id,source_site,source_type,mindat_photo_id,detail_page_url,download_source_url,page_title,locality,photographer_or_credit,license_or_rights,screening_decision,manual_review_required,metadata_source_file,metadata_status,metadata_missing_fields,width,height,aspect_ratio,megapixels,file_size_bytes,image_format,image_mode,sha256,dhash64,dimension_pass,quality_status,quality_error,exact_duplicate_group_size,near_duplicate_group_id,near_duplicate_group_size,split_group_id,split
VTM-000369,raw_positive/magnetite_proxy/magnetite_mindat_p017959_874_raw.jpg,magnetite_mindat_p017959_874_raw.jpg,magnetite,target_mineral,0,mindat.org,online_mineral_gallery,17959,https://www.mindat.org/photo-17959.html,https://www.mindat.org/imagecache/a0/e7/09872140017363522984958.jpg,"Magnetite, Calcite","Kovdor Massif, Kovdorsky District, Murmansk Oblast, Russia",Druze of black with blueing crystals of magnetite on a calcite matrix. Size of the specimen is 8x4x4 cm. Max. size of individual crystals is 2 cm.,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_magnetite_manifest.csv,complete_core,,640,272,2.352941,0.1741,60620,JPEG,RGB,dfcb9723ca83b8ae8cf9df0402f71d00eb89fe6beb42bec374d4233443d35c79,98c8c9e820c0f458,False,exclude_low_resolution,,1,DG-1095b0377047,1,DG-1095b0377047,excluded
VTM-001686,raw_positive/titanomagnetite_core/titanomagnetite_mindat_p148442_003_raw.jpg,titanomagnetite_mindat_p148442_003_raw.jpg,titanomagnetite,target_mineral,0,Mindat,manual_download,148442,https://www.mindat.org/photo-148442.html,https://www.mindat.org/imagecache/80/96/01752570017365497919138.jpg,"Magnetite (Var: Titanium-bearing Magnetite), UlvöspinelOtanmäki Mine, Otanmäki granite, Kajaani, Kainuu, FinlandTitaniferous magnetite with non-visible inclusions of ulvospinel, microscopic examination of a thin-section may reveal exosolutions of ulvospinel in the magnetite.","3 cm example, Excalibur Mineral Company specimen. S234-31© 2008, JGW","3 cm example, Excalibur Mineral Company specimen. S234-31© 2008, JGW",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_titanomagnetite_manifest.csv,complete_core,,640,1146,0.558464,0.7334,155525,JPEG,RGB,8426c04a37707eb654ac7822538b77a6cc6264b3a0b5e4b5286f93e8e34870db,c1e0ecd8f9e9f9b9,True,exclude_near_label_conflict,,1,DG-a6499382abb2,2,DG-a6499382abb2,excluded
VTM-001687,raw_positive/titanomagnetite_core/titanomagnetite_mindat_p1493729_022_raw.jpg,titanomagnetite_mindat_p1493729_022_raw.jpg,titanomagnetite,target_mineral,0,Mindat,manual_download,1493729,https://www.mindat.org/photo-1493729.html,https://www.mindat.org/imagecache/41/88/06996830017475947377635.jpg,"Magnetite (Var: Titanium-bearing Magnetite), Prehnite, Feldspar Group, QuartzEas a Bradain, Luib, Isle of Skye, Eilean á Chèo, Highland, Scotland, UK© Steve Rust",,,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_titanomagnetite_manifest.csv,complete_core,,640,538,1.189591,0.3443,127192,JPEG,RGB,d09e242ed474fe82f080df180be3e46461a74599ba0e8e9bc7f17d1125c735ab,98d84cec3a7ac6d6,True,exclude_exact_label_conflict,,2,DG-0462ca0739ec,2,DG-0462ca0739ec,excluded
VTM-001699,raw_positive/titanomagnetite_core/titanomagnetite_mindat_p499078_013_raw.jpg,titanomagnetite_mindat_p499078_013_raw.jpg,titanomagnetite,target_mineral,0,Mindat,manual_download,499078,https://www.mindat.org/photo-499078.html,https://www.mindat.org/imagecache/b3/5a/06038070017363091423652.jpg,"Magnetite (Var: Titanium-bearing Magnetite)Akhmatov mine, Magnitka, Kusinsky District, Chelyabinsk Oblast, RussiaSpecimen Size: 9,5x8x4 cm© Marcus V.",,"Magnetite (Var: Titanium-bearing Magnetite)Akhmatov mine, Magnitka, Kusinsky District, Chelyabinsk Oblast, RussiaSpecimen Size: 9,5x8x4 cm© Marcus V.",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_titanomagnetite_manifest.csv,complete_core,,640,480,1.333333,0.3072,55764,JPEG,RGB,34702238a916e22d57fbe6f93a97fbc5d2525f9658e8fa9ab789f1aff697ee6e,69c8dccccecedae4,True,exclude_near_label_conflict,,1,DG-2be640126a35,2,DG-2be640126a35,excluded
VTM-001700,raw_positive/titanomagnetite_core/titanomagnetite_mindat_p537487_008_raw.jpg,titanomagnetite_mindat_p537487_008_raw.jpg,titanomagnetite,target_mineral,0,Mindat,manual_download,537487,https://www.mindat.org/photo-537487.html,https://www.mindat.org/imagecache/a4/fe/05480690017365253985906.jpg,"Magnetite (Var: Titanium-bearing Magnetite), UlvöspinelSuwałki Massif, Suwałki County, Podlaskie Voivodeship, PolandFragment of drill core from 1600 meters deep. Specimen size: 80 mm. Grzegorz Słowik collection and photo.© Grzegorz Słowik",,"Magnetite (Var: Titanium-bearing Magnetite), UlvöspinelSuwałki Massif, Suwałki County, Podlaskie Voivodeship, PolandFragment of drill core from 1600 meters deep. Specimen size: 80 mm. Grzegorz Słowik collection and photo.© Grzegorz Słowik",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_titanomagnetite_manifest.csv,complete_core,,640,480,1.333333,0.3072,107972,JPEG,RGB,e4dac8dea8174abc4f5b8a32e80f21ed68fb8d557dd03dafccbc36d05b084c4b,13f3b1c58d15b3f9,True,exclude_exact_label_conflict,,2,DG-4069be275364,2,DG-4069be275364,excluded
VTM-002670,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p298278_page7_020_raw.jpg,fluorapatite_mindat_p298278_page7_020_raw.jpg,fluorapatite,gangue_negative,2,mindat.org,online_mineral_gallery,298278,https://zh.mindat.org/photo-298278.html,https://zh.mindat.org/imagecache/83/6f/01624380017365989413419.jpg,"Fluorapatite, Siderite","Siglo Veinte Mine, Llallagua, Rafael Bustillo Province, Potosí, Bolivia",Superb glassy colorless translucent fluorapatite crystal measuring 2.0 x 1.5 x 1.2 cm in size is set nicely upon matrix with tan to colorless lenticular crystals of siderite to 1.8 cm in size. Neat combination piece for this locality. No damage. Size: 4.7 x 3.4 x 2.5 cm. Ex Lloyd Tate collection. Ref: The Mineralogical Record 37: 117-162.,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_fluorapatite_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,1296616,JPEG,RGB,b6d479b87205e3aca03a482e4d4f3e0236c6fa2ab9882d7740cef3e81c5d52b4,860f1f0f0f5f0f1f,True,pass,,1,DG-0691cb88a482,2,DG-0691cb88a482,train
VTM-002722,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p381161_page7_046_raw.jpg,fluorapatite_mindat_p381161_page7_046_raw.jpg,fluorapatite,gangue_negative,2,mindat.org,online_mineral_gallery,381161,https://zh.mindat.org/photo-381161.html,https://zh.mindat.org/imagecache/91/50/01077660017439396753722.jpg,"Fluorapatite, Siderite","Siglo Veinte Mine, Llallagua, Rafael Bustillo Province, Potosí, Bolivia",Superb glassy colorless translucent fluorapatite crystal measuring 2.0 x 1.5 x 1.2 cm in size is set nicely upon matrix with tan to colorless lenticular crystals of siderite to 1.8 cm in size. Neat combination piece for this locality. No damage. Size: 4.7 x 3.4 x 2.5 cm. Ex Lloyd Tate collection. Ref: The Mineralogical Record 37: 117-162.,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,,mindat_fluorapatite_final_unique_manifest.csv,complete_core,,1270,1696,0.748821,2.1539,691920,JPEG,RGB,f6d69451865571e7648025f7a278cd806b46d56d68110454596e371f6ec52b03,860f1f0f0f5f0f1f,True,pass,,1,DG-0691cb88a482,2,DG-0691cb88a482,train
VTM-005715,raw_negative/ti_bearing_negative/anatase/anatase_mindat_p1202203_003_raw.jpg,anatase_mindat_p1202203_003_raw.jpg,anatase,ti_bearing_negative,1,Mindat,manual_download,1202203,https://www.mindat.org/photo-1202203.html,https://www.mindat.org/imagecache/9c/df/04150210017368692617622.jpg,"Anatase, HematiteTachgagalt Mine, Tansifte Caïdat, Agdz Cercle, Zagora Province, Drâa-Tafilalet Region, MoroccoLittle vug covered by quartz in association with anatase and Hematite.© Thierry Brunsperger",,,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_anatase_manifest.csv,complete_core,,640,424,1.509434,0.2714,230545,JPEG,RGB,31f420c73fd3079a82667ee966ddbe4cad4b58a8137eb5d20f5a63fdbadf19c6,49b1f5cd494b869d,True,pass,,1,DG-acfc7cc85cb1,2,DG-acfc7cc85cb1,train
VTM-005720,raw_negative/ti_bearing_negative/anatase/anatase_mindat_p1209860_011_raw.jpg,anatase_mindat_p1209860_011_raw.jpg,anatase,ti_bearing_negative,1,Mindat,manual_download,1209860,https://www.mindat.org/photo-1209860.html,https://www.mindat.org/imagecache/13/f6/00828980017368692682803.jpg,"Anatase, HematiteTachgagalt Mine, Tansifte Caïdat, Agdz Cercle, Zagora Province, Drâa-Tafilalet Region, MoroccoLittle vug covered by quartz in association with anatase and Hematite.","For 3D showing, use steropair glasses type Loreo for 24"".© Thierry Brunsperger",,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_anatase_manifest.csv,complete_core,,640,424,1.509434,0.2714,181599,JPEG,RGB,6d65787944da2cffdedaefb3e1182639224c81dff737738e51772ce4a709e5e7,49b1f5cd494b869d,True,pass,,1,DG-acfc7cc85cb1,2,DG-acfc7cc85cb1,train
VTM-006169,raw_negative/ti_bearing_negative/anatase/anatase_mindat_p351651_304_raw.jpg,anatase_mindat_p351651_304_raw.jpg,anatase,ti_bearing_negative,1,Mindat,manual_download,351651,https://www.mindat.org/photo-351651.html,https://www.mindat.org/imagecache/ce/f3/08178530017370075261740.jpg,"AnataseAnatase locality, Lot mine, Cebolla Mining District, Gunnison County, Colorado, USAScale given by U.S. penny","Both anatase and brookite are in view, but they cannot be distinguished in this image.",,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_anatase_manifest.csv,complete_core,,640,288,2.222222,0.1843,78638,JPEG,RGB,f32ed67fd2ea371fa8b5ef2435fa34a744686c1e7fd54709d66436dd32c1f64e,dbb7f5c0f2f0c9d3,False,exclude_low_resolution,,1,DG-8d125990311f,1,DG-8d125990311f,excluded
VTM-006607,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p112782_326_raw.jpg,perovskite_mindat_p112782_326_raw.jpg,perovskite,ti_bearing_negative,1,Mindat,manual_download,112782,https://www.mindat.org/photo-112782.html,https://www.mindat.org/imagecache/e6/fb/04517020017366236515547.jpg,"Perovskite, MuscoviteAkhmatov mine, Magnitka, Kusinsky District, Chelyabinsk Oblast, RussiaA sharp, waxy-lustrous, superbly isolated crystal measuring about 1.5 x 1 cm.Unusual, in its isolation, and i love the green-associated matrix, of blades of muscovite colored green by chlorite!   4.9 x 3.6 x 2.6 cm© Rob Lavinsky & irocks.com",,,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_perovskite_manifest.csv,complete_core,,640,554,1.155235,0.3546,79570,JPEG,RGB,35df01dffaf07c80bf40c5de0550bb823e4fa899709f3e8396cc1c1d22d6fbd8,882064e0c8d071b0,True,pass,,1,DG-6aea2b0904ea,2,DG-6aea2b0904ea,train
VTM-006683,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p183438_050_raw.jpg,perovskite_mindat_p183438_050_raw.jpg,perovskite,ti_bearing_negative,1,Mindat,manual_download,183438,https://www.mindat.org/photo-183438.html,https://www.mindat.org/imagecache/d4/9f/05380630017362138582922.jpg,"PerovskiteAkhmatov mine, Magnitka, Kusinsky District, Chelyabinsk Oblast, RussiaPerovskite on Chlorite-included Muscovite. Vasco Trancoso collection. Size: 4.9 x 3.6 x 2.6 cm. A sharp, waxy-lustrous, superbly isolated crystal measuring about 1.5 x 1 cm. Unusual, in its isolation, and with a nice colored associated matrix, of blades of muscovite colored green by chlorite! ex. Martin Zinn. Photo courtesy from The Arkenstone.",,"PerovskiteAkhmatov mine, Magnitka, Kusinsky District, Chelyabinsk Oblast, RussiaPerovskite on Chlorite-included Muscovite. Vasco Trancoso collection. Size: 4.9 x 3.6 x 2.6 cm. A sharp, waxy-lustrous, superbly isolated crystal measuring about 1.5 x 1 cm. Unusual, in its isolation, and with a nice colored associated matrix, of blades of muscovite colored green by chlorite! ex. Martin Zinn. Photo courtesy from The Arkenstone.",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_perovskite_manifest.csv,complete_core,,640,554,1.155235,0.3546,72837,JPEG,RGB,aacb2012cd9cbe7f453097efb9e911f0e487cebb822be31f0e32dd06fb7381ce,882064e0c8d071b0,True,pass,,1,DG-6aea2b0904ea,2,DG-6aea2b0904ea,train
VTM-006685,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p191850_321_raw.jpg,perovskite_mindat_p191850_321_raw.jpg,perovskite,ti_bearing_negative,1,Mindat,manual_download,191850,https://www.mindat.org/photo-191850.html,https://www.mindat.org/imagecache/90/b2/05638520017363091402045.jpg,"Perovskite, ClinochloreAkhmatov mine, Magnitka, Kusinsky District, Chelyabinsk Oblast, Russia© Tony Peterson",,,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_perovskite_manifest.csv,complete_core,,640,224,2.857143,0.1434,128053,JPEG,RGB,bcccf038cb69c92dc0c8f49e2cb46ec2584741c0d978595627ebad10c72e2452,0b0b4bc36e6c6cc4,False,exclude_low_resolution,,1,DG-f9406aef134e,1,DG-f9406aef134e,excluded
VTM-006864,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p720525_077_raw.jpg,perovskite_mindat_p720525_077_raw.jpg,perovskite,ti_bearing_negative,1,Mindat,manual_download,720525,https://www.mindat.org/photo-720525.html,https://www.mindat.org/imagecache/81/f1/05076960017363417689329.jpg,"Perovskite, PrideriteWalgidee Hills, Noonkanbah Station, Derby-West Kimberley Shire, Western Australia, AustraliaStereo pair. The weathered surfaces of this lamproite pegmatite (after 2 hours in an ultrasonic cleaner!) occasionally display crystal faces on resistant minerals. Perovskite was an early phenocryst phase and euhedral pseudo-dodecahedra are plentiful (here, included in green diopside). The black prism of priderite is quite rare (on the left: there  ...© Tony Peterson",,,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_perovskite_manifest.csv,complete_core,,640,258,2.48062,0.1651,186302,JPEG,RGB,ec2b0e46614a8afb7b669a0006b8ace08d8a5aba12edfadee5e0b5d87dbc508e,981898c48ce76adc,False,exclude_low_resolution,,1,DG-00ef05f9eafa,1,DG-00ef05f9eafa,excluded
VTM-007066,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p091052_036_raw.jpg,rutile_mindat_p091052_036_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,91052,https://www.mindat.org/photo-91052.html,https://www.mindat.org/imagecache/e9/4d/04595440017370271973776.jpg,"RutileLoire river alluvial deposits, Gien, Montargis, Loiret, Centre-Val de Loire, France© François Périnet",,,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_rutile_manifest.csv,complete_core,,640,484,1.322314,0.3098,26909,JPEG,RGB,da609d6f7741a10b974e71d579ec0aa16608825738b7a3b67e647abd32ad0f6a,300cb2b2b2b24c30,True,exclude_near_label_conflict,,1,DG-88cbb4bfd680,4,DG-88cbb4bfd680,excluded
VTM-007078,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p094982_031_raw.jpg,rutile_mindat_p094982_031_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,94982,https://www.mindat.org/photo-94982.html,https://www.mindat.org/imagecache/4a/a3/09274070017370602993746.jpg,"RutilePont-Ar-C'hleudic stream alluvial deposits, Quilien, Tourch, Quimper, Finistère, Brittany, France© François Périnet",,,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_rutile_manifest.csv,complete_core,,640,480,1.333333,0.3072,33630,JPEG,RGB,c6aa574653b7d9bdc8a12b0f6c8c1b52ae8edcb1a8688ca676e14f921475a31e,2c52b2b2b2b2320c,True,pass,,1,DG-93f9ca07c210,2,DG-93f9ca07c210,val
VTM-007080,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p095026_020_raw.jpg,rutile_mindat_p095026_020_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,95026,https://www.mindat.org/photo-95026.html,https://www.mindat.org/imagecache/1b/8f/03441290017373422918567.jpg,"RutileKerleven beach alluvial deposits, La Forêt-Fouesnant, Quimper, Finistère, Brittany, FranceSize 0,35 mm - Photo and collection François Périnet© François Périnet",,"RutileKerleven beach alluvial deposits, La Forêt-Fouesnant, Quimper, Finistère, Brittany, FranceSize 0,35 mm - Photo and collection François Périnet© François Périnet",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_rutile_manifest.csv,complete_core,,640,484,1.322314,0.3098,13575,JPEG,RGB,cd17b10a3c8ec85be34687c3efe659b2acf2872356dd8754811074bf79956032,300cb2b2b2b24c30,True,exclude_near_label_conflict,,1,DG-88cbb4bfd680,4,DG-88cbb4bfd680,excluded
VTM-007632,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p291768_134_raw.jpg,rutile_mindat_p291768_134_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,291768,https://www.mindat.org/photo-291768.html,https://www.mindat.org/imagecache/d1/11/00722270017383208197025.jpg,"Rutile, CatapleiitePoudrette quarry, Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, CanadaFOV 2.4 x 3.4 mm.",The catapleiite is so thin that it almost looks like polylithionite. (But it is brittle and does not fluoresce.),,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_rutile_manifest.csv,complete_core,,640,892,0.717489,0.5709,293427,JPEG,RGB,c5e0796991cd69fc0d13e0b1e69aef5325de881ac987da1bc903fd97ca6b6d7d,d9b5b393d3d2869f,True,pass,,1,DG-94c34fd0c23a,2,DG-94c34fd0c23a,train
VTM-007633,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p291772_151_raw.jpg,rutile_mindat_p291772_151_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,291772,https://www.mindat.org/photo-291772.html,https://www.mindat.org/imagecache/16/e6/05228500017383208235711.jpg,"Rutile, CatapleiitePoudrette quarry, Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, CanadaThis is a stereo child photo. See the parent photo and the sibling photo showing a tabular ni-pyramid for discussion of the rutile ID.",,"Rutile, CatapleiitePoudrette quarry, Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, CanadaThis is a stereo child photo. See the parent photo and the sibling photo showing a tabular ni-pyramid for discussion of the rutile ID.",Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_rutile_manifest.csv,complete_core,,640,892,0.717489,0.5709,290637,JPEG,RGB,21231dd66533025709dd5cd2995bf98ae701fd89f2578a4664059f5dbb0ababe,d9b5b393d3d2869f,True,pass,,1,DG-94c34fd0c23a,2,DG-94c34fd0c23a,train
VTM-007850,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p458885_061_raw.jpg,rutile_mindat_p458885_061_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,458885,https://www.mindat.org/photo-458885.html,https://www.mindat.org/imagecache/fe/82/06192340017372187069664.jpg,"RutileArènes beach alluvial deposits, Port-Barcarès, Le Barcarès, Perpignan, Pyrénées-Orientales, Occitanie, FranceSize 0,6 mm - Heavy sands collected by Christian Moreno - Collection and photo François Périnet.© François Périnet",,"RutileArènes beach alluvial deposits, Port-Barcarès, Le Barcarès, Perpignan, Pyrénées-Orientales, Occitanie, FranceSize 0,6 mm - Heavy sands collected by Christian Moreno - Collection and photo François Périnet.© François Périnet",Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_rutile_manifest.csv,complete_core,,640,472,1.355932,0.3021,27191,JPEG,RGB,68360936a1d29e148fd914429fff7ec39cc031b59ea079bed678534655136741,2850b2b2b2b2120c,True,pass,,1,DG-93f9ca07c210,2,DG-93f9ca07c210,val
VTM-008196,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p897696_082_raw.jpg,rutile_mindat_p897696_082_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,897696,https://www.mindat.org/photo-897696.html,https://www.mindat.org/imagecache/50/8c/01722210017364790732570.jpg,"RutileKamolandy, Andriba Commune, Maevatanana District, Betsiboka, MadagascarOld sample",Collection and photo: Arliguie Michel,Collection and photo: Arliguie Michel,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_rutile_manifest.csv,complete_core,,640,236,2.711864,0.151,40376,JPEG,RGB,20b8ccd005e5f4ba33b6abeb4350d069faea819010125724cb21dfbad85d1521,00dadcc4be9af600,False,exclude_low_resolution,,1,DG-cb6e56451de2,1,DG-cb6e56451de2,excluded
VTM-008198,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p899338_086_raw.jpg,rutile_mindat_p899338_086_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,899338,https://www.mindat.org/photo-899338.html,https://www.mindat.org/imagecache/9d/8f/05366470017372591098463.jpg,"RutileKandreho District, Betsiboka, MadagascarOld sample",Collection and photo: Arliguie Michel,Collection and photo: Arliguie Michel,Mindat photo page rights; verify per photo before republication,keep_prelim,yes,mindat_rutile_manifest.csv,complete_core,,640,222,2.882883,0.1421,23865,JPEG,RGB,b582e65333968abff47a9d9a9cefc21c9fdd260f1ee0f85e0ab221db4a80f2b0,8400fab2e0c00080,False,exclude_low_resolution,,1,DG-09fc6187e698,1,DG-09fc6187e698,excluded
VTM-008232,raw_negative/ti_bearing_negative/rutile/rutile_mindat_p954851_044_raw.jpg,rutile_mindat_p954851_044_raw.jpg,rutile,ti_bearing_negative,1,Mindat,manual_download,954851,https://www.mindat.org/photo-954851.html,https://www.mindat.org/imagecache/72/81/04197490017363866776647.jpg,"Rutile, QuartzGamsberg area, Windhoek Rural, Khomas Region, NamibiaGolden rutile to 2cm included in clear polished quartz.",,,Mindat photo page rights; verify per photo before republication,mixed_uncertain_review,yes,mindat_rutile_manifest.csv,complete_core,,640,230,2.782609,0.1472,61321,JPEG,RGB,af4cc62404bc3a65f65f3d24f98dd789b2b407fbc0d6bc99899d75cad9cd3300,9696b6366656e607,False,exclude_low_resolution,,1,DG-f0c4daa18b7a,1,DG-f0c4daa18b7a,excluded
VTM-008421,raw_negative/ti_bearing_negative/titanite/titanite_mindat_p186808_page14_039_raw.jpg,titanite_mindat_p186808_page14_039_raw.jpg,titanite,ti_bearing_negative,1,Mindat,manual_download,186808,https://www.mindat.org/photo-186808.html,https://www.mindat.org/imagecache/71/d2/03454880017362208168002.jpg,"TitaniteTitanite occurrence, Hauzenberg, Passau District, Lower Bavaria, Bavaria, Germany""type specimen"", size 9 x 6 x 3 cm with label of M. H. Klaproth.","Label reads: reddish brown Titanite in a matrix consisting of Feldspar, greenish black Hornblende/Augite and Quartz from the Graphite mines close to Passau, Museum für Naturkunde, Humboldt-Universität zu Berlin© Christof Schäfer","TitaniteTitanite occurrence, Hauzenberg, Passau District, Lower Bavaria, Bavaria, Germany""type specimen"", size 9 x 6 x 3 cm with label of M. H. Klaproth.",Mindat photo page rights; verify per photo before republication,keep_prelim,no,mindat_titanite_manifest.csv,complete_core,,640,224,2.857143,0.1434,66058,JPEG,RGB,3e454932dd6789ef0666749fd67666b4a38759cc0ee562679a018d5e5b0cc662,20cacccd8c8accdc,False,exclude_low_resolution,,1,DG-826cfb93b0b5,1,DG-826cfb93b0b5,excluded
VTM-008434,raw_negative/ti_bearing_negative/titanite/titanite_mindat_p222441_page13_054_raw.jpg,titanite_mindat_p222441_page13_054_raw.jpg,titanite,ti_bearing_negative,1,Mindat,manual_download,222441,https://www.mindat.org/photo-222441.html,https://www.mindat.org/imagecache/14/5e/06291240017363450952514.jpg,"TitaniteRicolas stream alluvial deposits, Laqueuille, Issoire, Puy-de-Dôme, Auvergne-Rhône-Alpes, France© François Périnet",,,Mindat photo page rights; verify per photo before republication,keep_prelim,no,mindat_titanite_manifest.csv,complete_core,,640,476,1.344538,0.3046,27580,JPEG,RGB,7fa43d792899c313bc2bd810a85a26894c7bb33cdc5800765d9ceda6f2d534a2,300cb2b2b2324c30,True,exclude_near_label_conflict,,1,DG-88cbb4bfd680,4,DG-88cbb4bfd680,excluded
VTM-008443,raw_negative/ti_bearing_negative/titanite/titanite_mindat_p239029_page13_036_raw.jpg,titanite_mindat_p239029_page13_036_raw.jpg,titanite,ti_bearing_negative,1,Mindat,manual_download,239029,https://www.mindat.org/photo-239029.html,https://www.mindat.org/imagecache/c6/e8/08338040017363450909991.jpg,"TitaniteSioulot stream alluvial deposits, Olby, Issoire, Puy-de-Dôme, Auvergne-Rhône-Alpes, France© François Périnet",,,Mindat photo page rights; verify per photo before republication,keep_prelim,no,mindat_titanite_manifest.csv,complete_core,,640,480,1.333333,0.3072,33447,JPEG,RGB,e1376b57bf373faf7c3c59c6ed22198e82b8f0edec406cad497d7965abe12f31,4cb271697971324c,True,exclude_near_label_conflict,,1,DG-3c1fb8d016bd,2,DG-3c1fb8d016bd,excluded
