image_id,relative_path,mineral_label,four_class_label,four_class_id,mindat_photo_id,split_group_id,split
VTM-003221,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p466775_page7_044_raw.jpg,pyroxene,gangue_negative,2,466775,DG-16e7c1126e9f,train
VTM-003222,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p469181_page7_032_raw.jpg,pyroxene,gangue_negative,2,469181,DG-8288d203dff6,train
VTM-003223,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p469844_page10_015_raw.jpg,pyroxene,gangue_negative,2,469844,DG-ab7eefd4077b,train
VTM-003224,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p471611_page5_016_raw.jpg,pyroxene,gangue_negative,2,471611,DG-206d0740857a,train
VTM-003225,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p472487_page8_058_raw.jpg,pyroxene,gangue_negative,2,472487,DG-cc36e9bd9bf8,train
VTM-003226,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p474299_page2_016_raw.jpg,pyroxene,gangue_negative,2,474299,DG-554d6670e9b4,train
VTM-003227,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p474378_page6_059_raw.jpg,pyroxene,gangue_negative,2,474378,DG-04c20cda0e71,train
VTM-003228,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p477425_page7_035_raw.jpg,pyroxene,gangue_negative,2,477425,DG-f7485785bb60,train
VTM-003229,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p478002_page5_014_raw.jpg,pyroxene,gangue_negative,2,478002,DG-06a33ebefcf2,train
VTM-003230,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p478003_page5_009_raw.jpg,pyroxene,gangue_negative,2,478003,DG-705afb38a1be,test
VTM-003231,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p478027_page5_004_raw.jpg,pyroxene,gangue_negative,2,478027,DG-6995dbbac0ac,val
VTM-003232,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p480826_page5_017_raw.jpg,pyroxene,gangue_negative,2,480826,DG-875dddd71e99,test
VTM-003233,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p480828_page5_027_raw.jpg,pyroxene,gangue_negative,2,480828,DG-3e55478ea055,test
VTM-003234,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p480829_page5_005_raw.jpg,pyroxene,gangue_negative,2,480829,DG-3d3392c2e5f0,train
VTM-003235,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p480834_page5_020_raw.jpg,pyroxene,gangue_negative,2,480834,DG-1793687c7efc,train
VTM-003236,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p481978_page7_029_raw.jpg,pyroxene,gangue_negative,2,481978,DG-9302df13e91e,test
VTM-003237,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p484811_page7_031_raw.jpg,pyroxene,gangue_negative,2,484811,DG-14ea4ea1ba5a,train
VTM-003238,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p486505_page6_049_raw.jpg,pyroxene,gangue_negative,2,486505,DG-7d1b71b97faf,test
VTM-003239,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p488631_page5_010_raw.jpg,pyroxene,gangue_negative,2,488631,DG-13991e92ce5f,train
VTM-003240,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p488632_page5_007_raw.jpg,pyroxene,gangue_negative,2,488632,DG-79aa959c20d1,val
VTM-003241,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p490199_page5_018_raw.jpg,pyroxene,gangue_negative,2,490199,DG-95614b45fff9,train
VTM-003242,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p490209_page5_006_raw.jpg,pyroxene,gangue_negative,2,490209,DG-c6623afb44e0,test
VTM-003243,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p490210_page5_013_raw.jpg,pyroxene,gangue_negative,2,490210,DG-1a574af924f0,train
VTM-003244,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p496601_page6_027_raw.jpg,pyroxene,gangue_negative,2,496601,DG-7c42bdabb0b5,train
VTM-003245,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p498859_page8_014_raw.jpg,pyroxene,gangue_negative,2,498859,DG-c8f1bf1f629f,train
VTM-003246,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p498861_page8_049_raw.jpg,pyroxene,gangue_negative,2,498861,DG-c53a730a679e,val
VTM-003247,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p502632_page7_062_raw.jpg,pyroxene,gangue_negative,2,502632,DG-338ead0166e2,train
VTM-003248,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p504206_page6_002_raw.jpg,pyroxene,gangue_negative,2,504206,DG-75da155f5b16,val
VTM-003249,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p504213_page6_042_raw.jpg,pyroxene,gangue_negative,2,504213,DG-2ed269e24836,test
VTM-003250,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p504337_page6_039_raw.jpg,pyroxene,gangue_negative,2,504337,DG-18740d3fe08a,train
VTM-003251,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p504339_page6_008_raw.jpg,pyroxene,gangue_negative,2,504339,DG-85aa94456f85,test
VTM-003252,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p506677_page6_053_raw.jpg,pyroxene,gangue_negative,2,506677,DG-c2662337c3f4,train
VTM-003253,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p507023_page2_075_raw.jpg,pyroxene,gangue_negative,2,507023,DG-1165bf5815cf,val
VTM-003254,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508090_page5_030_raw.jpg,pyroxene,gangue_negative,2,508090,DG-37611f052879,val
VTM-003255,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508093_page5_024_raw.jpg,pyroxene,gangue_negative,2,508093,DG-75889ba42e57,train
VTM-003256,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508095_page5_026_raw.jpg,pyroxene,gangue_negative,2,508095,DG-0c786d411cfc,train
VTM-003257,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508096_page5_029_raw.jpg,pyroxene,gangue_negative,2,508096,DG-1b195b5c368f,train
VTM-003258,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508098_page5_025_raw.jpg,pyroxene,gangue_negative,2,508098,DG-68d55f8d2c17,val
VTM-003259,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508100_page5_011_raw.jpg,pyroxene,gangue_negative,2,508100,DG-e9eb3050e694,train
VTM-003260,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508154_page7_066_raw.jpg,pyroxene,gangue_negative,2,508154,DG-88a40d491940,train
VTM-003261,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508176_page5_015_raw.jpg,pyroxene,gangue_negative,2,508176,DG-235d1d1c4da8,train
VTM-003262,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508177_page5_021_raw.jpg,pyroxene,gangue_negative,2,508177,DG-ce582e0b163d,train
VTM-003263,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508179_page5_023_raw.jpg,pyroxene,gangue_negative,2,508179,DG-6965691b2848,train
VTM-003264,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508180_page5_022_raw.jpg,pyroxene,gangue_negative,2,508180,DG-3ec644767e20,test
VTM-003265,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508229_page9_002_raw.jpg,pyroxene,gangue_negative,2,508229,DG-e51f3915a22a,train
VTM-003266,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p508230_page9_003_raw.jpg,pyroxene,gangue_negative,2,508230,DG-0a136c262291,train
VTM-003267,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p509366_page2_042_raw.jpg,pyroxene,gangue_negative,2,509366,DG-02b2d54663c6,train
VTM-003268,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p509651_page8_028_raw.jpg,pyroxene,gangue_negative,2,509651,DG-48a0db03c2b6,train
VTM-003269,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p511318_page6_064_raw.jpg,pyroxene,gangue_negative,2,511318,DG-f222d5e496ed,train
VTM-003270,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p512531_page2_036_raw.jpg,pyroxene,gangue_negative,2,512531,DG-1f5a0b16a3ed,train
VTM-003271,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p512553_page10_013_raw.jpg,pyroxene,gangue_negative,2,512553,DG-8ebff64cb761,train
VTM-003272,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p512557_page10_021_raw.jpg,pyroxene,gangue_negative,2,512557,DG-10f6123231d7,train
VTM-003273,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p512570_page10_023_raw.jpg,pyroxene,gangue_negative,2,512570,DG-76e28f3af166,train
VTM-003274,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p512695_page1_072_raw.jpg,pyroxene,gangue_negative,2,512695,DG-66e6fbd39ec0,train
VTM-003275,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p515206_page6_037_raw.jpg,pyroxene,gangue_negative,2,515206,DG-f7dd7178a876,val
VTM-003276,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p520335_page6_010_raw.jpg,pyroxene,gangue_negative,2,520335,DG-360050b61870,train
VTM-003277,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p520610_page6_009_raw.jpg,pyroxene,gangue_negative,2,520610,DG-b0db8052adc1,train
VTM-003278,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p523375_page9_001_raw.jpg,pyroxene,gangue_negative,2,523375,DG-3c6a6909d89a,train
VTM-003279,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p523683_page6_048_raw.jpg,pyroxene,gangue_negative,2,523683,DG-97709600fe49,train
VTM-003280,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p529819_page7_067_raw.jpg,pyroxene,gangue_negative,2,529819,DG-84eaf4d5c5e2,val
VTM-003281,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p531712_page6_045_raw.jpg,pyroxene,gangue_negative,2,531712,DG-7036baf4c40a,train
VTM-003282,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p534535_page5_028_raw.jpg,pyroxene,gangue_negative,2,534535,DG-4c4bdae41fb2,test
VTM-003283,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p534536_page5_019_raw.jpg,pyroxene,gangue_negative,2,534536,DG-a3d10cf5ba30,train
VTM-003284,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p535038_page7_049_raw.jpg,pyroxene,gangue_negative,2,535038,DG-1a5bbc9c7623,train
VTM-003285,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p535041_page7_072_raw.jpg,pyroxene,gangue_negative,2,535041,DG-1ff1ce12d66b,train
VTM-003286,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p535101_page7_013_raw.jpg,pyroxene,gangue_negative,2,535101,DG-e8ae61f6ec60,train
VTM-003287,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p535102_page7_033_raw.jpg,pyroxene,gangue_negative,2,535102,DG-bf6091488e23,train
VTM-003288,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p535193_page7_043_raw.jpg,pyroxene,gangue_negative,2,535193,DG-bd2202dcb2d1,train
VTM-003289,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p535674_page7_054_raw.jpg,pyroxene,gangue_negative,2,535674,DG-77df5f4dc9ad,test
VTM-003290,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p537096_page7_051_raw.jpg,pyroxene,gangue_negative,2,537096,DG-b253c5bd2688,test
VTM-003291,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p541112_page7_068_raw.jpg,pyroxene,gangue_negative,2,541112,DG-30721725b06e,train
VTM-003292,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p541904_page6_062_raw.jpg,pyroxene,gangue_negative,2,541904,DG-eddf3fe91859,train
VTM-003293,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p545053_page2_072_raw.jpg,pyroxene,gangue_negative,2,545053,DG-b2299612ef84,train
VTM-003294,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p558112_page2_004_raw.jpg,pyroxene,gangue_negative,2,558112,DG-1f5fa6f03b55,test
VTM-003295,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p558123_page2_008_raw.jpg,pyroxene,gangue_negative,2,558123,DG-d59fd9a05c51,train
VTM-003296,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p565361_page1_040_raw.jpg,pyroxene,gangue_negative,2,565361,DG-b2dfb9b480a7,train
VTM-003297,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p567270_page1_027_raw.jpg,pyroxene,gangue_negative,2,567270,DG-530a2884dc4c,train
VTM-003298,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p568943_page1_015_raw.jpg,pyroxene,gangue_negative,2,568943,DG-62cf4a564061,val
VTM-003299,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p571044_page6_055_raw.jpg,pyroxene,gangue_negative,2,571044,DG-876b60276a74,train
VTM-003300,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p572178_page7_065_raw.jpg,pyroxene,gangue_negative,2,572178,DG-c76504e937e0,val
VTM-003301,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p572939_page7_064_raw.jpg,pyroxene,gangue_negative,2,572939,DG-41960b3d802f,val
VTM-003302,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p572942_page7_052_raw.jpg,pyroxene,gangue_negative,2,572942,DG-772534a4f5c4,train
VTM-003303,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p576824_page7_063_raw.jpg,pyroxene,gangue_negative,2,576824,DG-f8801cb3d0e9,val
VTM-003304,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p576959_page7_069_raw.jpg,pyroxene,gangue_negative,2,576959,DG-02ff19e6fcd6,val
VTM-003305,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p576960_page7_059_raw.jpg,pyroxene,gangue_negative,2,576960,DG-3d2ee9433731,test
VTM-003306,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p587673_page8_048_raw.jpg,pyroxene,gangue_negative,2,587673,DG-1ee4428aac3b,train
VTM-003307,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p587675_page8_053_raw.jpg,pyroxene,gangue_negative,2,587675,DG-38f00c502b7d,train
VTM-003308,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p588336_page7_061_raw.jpg,pyroxene,gangue_negative,2,588336,DG-963e48f5b80c,test
VTM-003309,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p588474_page7_047_raw.jpg,pyroxene,gangue_negative,2,588474,DG-e1bcd22c8f88,train
VTM-003310,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p589372_page6_070_raw.jpg,pyroxene,gangue_negative,2,589372,DG-1b4c1aa9a9fe,train
VTM-003311,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606550_page7_060_raw.jpg,pyroxene,gangue_negative,2,606550,DG-e85c640a9c96,train
VTM-003312,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606557_page7_005_raw.jpg,pyroxene,gangue_negative,2,606557,DG-fbffbc92ac4c,train
VTM-003313,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606560_page7_003_raw.jpg,pyroxene,gangue_negative,2,606560,DG-8bd54eb74226,val
VTM-003314,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606561_page7_006_raw.jpg,pyroxene,gangue_negative,2,606561,DG-72232b60282b,val
VTM-003315,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606567_page7_001_raw.jpg,pyroxene,gangue_negative,2,606567,DG-74e3049fc5be,train
VTM-003316,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606948_page7_009_raw.jpg,pyroxene,gangue_negative,2,606948,DG-8a5ae1d39e37,train
VTM-003317,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606956_page7_008_raw.jpg,pyroxene,gangue_negative,2,606956,DG-0d894807161b,train
VTM-003318,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606968_page7_007_raw.jpg,pyroxene,gangue_negative,2,606968,DG-0a4aa623ff3f,test
VTM-003319,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p606972_page7_002_raw.jpg,pyroxene,gangue_negative,2,606972,DG-428c8cdb6ae4,test
VTM-003320,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p607064_page10_022_raw.jpg,pyroxene,gangue_negative,2,607064,DG-22b3614d5d80,train
VTM-003321,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p610109_page5_003_raw.jpg,pyroxene,gangue_negative,2,610109,DG-075236194b84,train
VTM-003322,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p610110_page5_001_raw.jpg,pyroxene,gangue_negative,2,610110,DG-8d21849b9968,train
VTM-003323,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p610111_page5_002_raw.jpg,pyroxene,gangue_negative,2,610111,DG-1459b041f1ca,train
VTM-003324,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p610396_page3_004_raw.jpg,pyroxene,gangue_negative,2,610396,DG-fb79e61382bc,train
VTM-003325,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p611568_page7_004_raw.jpg,pyroxene,gangue_negative,2,611568,DG-08463bf33976,test
VTM-003326,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p613449_page5_012_raw.jpg,pyroxene,gangue_negative,2,613449,DG-0de282cf4a43,train
VTM-003327,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p613562_page5_008_raw.jpg,pyroxene,gangue_negative,2,613562,DG-7aed05545fb7,val
VTM-003328,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p615436_page6_025_raw.jpg,pyroxene,gangue_negative,2,615436,DG-831ecc778986,test
VTM-003329,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p632552_page6_058_raw.jpg,pyroxene,gangue_negative,2,632552,DG-5d67817059a7,test
VTM-003330,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p635327_page8_069_raw.jpg,pyroxene,gangue_negative,2,635327,DG-7de22ea78336,val
VTM-003331,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p635477_page6_060_raw.jpg,pyroxene,gangue_negative,2,635477,DG-002e662f658d,test
VTM-003332,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p644072_page6_011_raw.jpg,pyroxene,gangue_negative,2,644072,DG-f8f1b5ad10b0,test
VTM-003333,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p647235_page7_036_raw.jpg,pyroxene,gangue_negative,2,647235,DG-661055fb0015,train
VTM-003334,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p648475_page10_020_raw.jpg,pyroxene,gangue_negative,2,648475,DG-a710b9a2298b,train
VTM-003335,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p651564_page7_017_raw.jpg,pyroxene,gangue_negative,2,651564,DG-34dd699c74d9,train
VTM-003336,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p652959_page7_058_raw.jpg,pyroxene,gangue_negative,2,652959,DG-3dba07bb68d0,train
VTM-003337,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p654327_page10_038_raw.jpg,pyroxene,gangue_negative,2,654327,DG-8b5a4b530d80,train
VTM-003338,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p654328_page10_048_raw.jpg,pyroxene,gangue_negative,2,654328,DG-cdfb9c9f9be3,train
VTM-003339,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p654329_page10_049_raw.jpg,pyroxene,gangue_negative,2,654329,DG-4035b23cd25e,train
VTM-003340,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p665586_page2_007_raw.jpg,pyroxene,gangue_negative,2,665586,DG-501855c6880c,train
VTM-003341,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p680753_page6_073_raw.jpg,pyroxene,gangue_negative,2,680753,DG-327ad8726fd0,test
VTM-003342,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p685434_page7_041_raw.jpg,pyroxene,gangue_negative,2,685434,DG-4f484134272f,train
VTM-003343,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p685435_page7_038_raw.jpg,pyroxene,gangue_negative,2,685435,DG-d56ab2dfcac9,train
VTM-003344,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p685961_page6_057_raw.jpg,pyroxene,gangue_negative,2,685961,DG-f16934e3624d,test
VTM-003345,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p690971_page10_016_raw.jpg,pyroxene,gangue_negative,2,690971,DG-9c58387a1341,train
VTM-003346,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p692820_page6_026_raw.jpg,pyroxene,gangue_negative,2,692820,DG-ee78988ee792,train
VTM-003347,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p692821_page6_051_raw.jpg,pyroxene,gangue_negative,2,692821,DG-8e73f47e0006,train
VTM-003348,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p695353_page6_063_raw.jpg,pyroxene,gangue_negative,2,695353,DG-c2032ab13bfa,train
VTM-003349,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p699122_page10_025_raw.jpg,pyroxene,gangue_negative,2,699122,DG-a0069817896e,train
VTM-003350,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p701622_page7_048_raw.jpg,pyroxene,gangue_negative,2,701622,DG-0690521d9dd1,train
VTM-003351,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p703746_page6_065_raw.jpg,pyroxene,gangue_negative,2,703746,DG-c66acd53e273,val
VTM-003352,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p714989_page7_070_raw.jpg,pyroxene,gangue_negative,2,714989,DG-d9ec8ac77012,val
VTM-003353,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p732937_page1_039_raw.jpg,pyroxene,gangue_negative,2,732937,DG-c361bc48bae2,train
VTM-003354,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p738001_page6_069_raw.jpg,pyroxene,gangue_negative,2,738001,DG-42f3bee79ca0,train
VTM-003355,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p757552_page10_028_raw.jpg,pyroxene,gangue_negative,2,757552,DG-0ff97a478f50,val
VTM-003356,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p769291_page7_055_raw.jpg,pyroxene,gangue_negative,2,769291,DG-50579f46b9f9,train
VTM-003357,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p778159_page6_056_raw.jpg,pyroxene,gangue_negative,2,778159,DG-b9b85c3d5929,train
VTM-003358,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p781128_page10_029_raw.jpg,pyroxene,gangue_negative,2,781128,DG-3feac2671ff7,val
VTM-003359,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p784744_page10_032_raw.jpg,pyroxene,gangue_negative,2,784744,DG-2b9a60c26b69,train
VTM-003360,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p792012_page10_069_raw.jpg,pyroxene,gangue_negative,2,792012,DG-8944adb9e4d0,train
VTM-003361,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p792769_page7_073_raw.jpg,pyroxene,gangue_negative,2,792769,DG-444d8b54b554,train
VTM-003362,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p794693_page7_074_raw.jpg,pyroxene,gangue_negative,2,794693,DG-cf3893780547,val
VTM-003363,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p795293_page2_025_raw.jpg,pyroxene,gangue_negative,2,795293,DG-aa5e6b6c9be0,train
VTM-003364,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p801520_page6_071_raw.jpg,pyroxene,gangue_negative,2,801520,DG-48e3ce7b6031,val
VTM-003365,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p811868_page8_075_raw.jpg,pyroxene,gangue_negative,2,811868,DG-9024f403e746,train
VTM-003366,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p820496_page6_074_raw.jpg,pyroxene,gangue_negative,2,820496,DG-c89ed059c99e,test
VTM-003367,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p845594_page2_026_raw.jpg,pyroxene,gangue_negative,2,845594,DG-4c3c7cec143e,val
VTM-003368,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p857756_page6_068_raw.jpg,pyroxene,gangue_negative,2,857756,DG-5c008822d96c,train
VTM-003369,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p863991_page10_066_raw.jpg,pyroxene,gangue_negative,2,863991,DG-1ebabd983b79,test
VTM-003370,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p948631_page7_056_raw.jpg,pyroxene,gangue_negative,2,948631,DG-337b00831871,train
VTM-003371,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p948632_page7_071_raw.jpg,pyroxene,gangue_negative,2,948632,DG-730c7fb804ea,train
VTM-003372,raw_negative/gangue_negative/pyroxene/pyroxene_mindat_p957006_page1_062_raw.jpg,pyroxene,gangue_negative,2,957006,DG-9a2260bd7fa8,train
VTM-003373,raw_negative/gangue_negative/quartz/quartz_mindat_p003568_page3_043_raw.jpg,quartz,gangue_negative,2,3568,DG-dbd8b9f46243,val
VTM-003374,raw_negative/gangue_negative/quartz/quartz_mindat_p003569_page3_045_raw.jpg,quartz,gangue_negative,2,3569,DG-1df76314dbac,train
VTM-003375,raw_negative/gangue_negative/quartz/quartz_mindat_p003570_page3_046_raw.jpg,quartz,gangue_negative,2,3570,DG-257747e2a50a,train
VTM-003376,raw_negative/gangue_negative/quartz/quartz_mindat_p004245_page3_002_raw.jpg,quartz,gangue_negative,2,4245,DG-377a00333bb0,train
VTM-003377,raw_negative/gangue_negative/quartz/quartz_mindat_p005610_page3_040_raw.jpg,quartz,gangue_negative,2,5610,DG-097f1d18428b,train
VTM-003378,raw_negative/gangue_negative/quartz/quartz_mindat_p015852_page7_001_raw.jpg,quartz,gangue_negative,2,15852,DG-944d9793c2a6,val
VTM-003379,raw_negative/gangue_negative/quartz/quartz_mindat_p029423_page1_069_raw.jpg,quartz,gangue_negative,2,29423,DG-fedf01e49b19,val
VTM-003380,raw_negative/gangue_negative/quartz/quartz_mindat_p031436_page1_044_raw.jpg,quartz,gangue_negative,2,31436,DG-29a996ab0385,test
VTM-003381,raw_negative/gangue_negative/quartz/quartz_mindat_p033001_page4_008_raw.jpg,quartz,gangue_negative,2,33001,DG-cf05569ad910,val
VTM-003382,raw_negative/gangue_negative/quartz/quartz_mindat_p035690_page1_026_raw.jpg,quartz,gangue_negative,2,35690,DG-158ff5dc1237,train
VTM-003383,raw_negative/gangue_negative/quartz/quartz_mindat_p036102_page3_044_raw.jpg,quartz,gangue_negative,2,36102,DG-c72da3fde139,train
VTM-003384,raw_negative/gangue_negative/quartz/quartz_mindat_p036631_page1_041_raw.jpg,quartz,gangue_negative,2,36631,DG-0eb7767ce0ba,train
VTM-003385,raw_negative/gangue_negative/quartz/quartz_mindat_p036825_page1_062_raw.jpg,quartz,gangue_negative,2,36825,DG-ea65739cc711,train
VTM-003386,raw_negative/gangue_negative/quartz/quartz_mindat_p039138_page6_001_raw.jpg,quartz,gangue_negative,2,39138,DG-e9aa380e6fc9,test
VTM-003387,raw_negative/gangue_negative/quartz/quartz_mindat_p039438_page6_013_raw.jpg,quartz,gangue_negative,2,39438,DG-5d12ab6292cb,val
