review_order,contact_sheet,tile_index,image_id,relative_path,mineral_label,four_class_label,four_class_id,mindat_photo_id,split_group_id,split,review_decision,review_reason,expert_note,reviewer,review_date
31,chalcopyrite_002.jpg,6,VTM-004315,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p402865_page4_015_raw.jpg,chalcopyrite,metallic_hard_negative,3,402865,DG-e2bfa4c17486,test,keep,,,,
32,chalcopyrite_002.jpg,7,VTM-004322,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p426226_page3_058_raw.jpg,chalcopyrite,metallic_hard_negative,3,426226,DG-f2f9d3926739,train,keep,,,,
33,chalcopyrite_002.jpg,8,VTM-004335,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p472995_page1_030_raw.jpg,chalcopyrite,metallic_hard_negative,3,472995,DG-a68fde7659c5,train,keep,,,,
34,chalcopyrite_002.jpg,9,VTM-004337,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p482912_page3_040_raw.jpg,chalcopyrite,metallic_hard_negative,3,482912,DG-40f5e70ee74e,train,keep,,,,
35,chalcopyrite_002.jpg,10,VTM-004339,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p485939_page6_021_raw.jpg,chalcopyrite,metallic_hard_negative,3,485939,DG-df0e950690cd,train,keep,,,,
36,chalcopyrite_002.jpg,11,VTM-004346,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p514015_page3_041_raw.jpg,chalcopyrite,metallic_hard_negative,3,514015,DG-f45c52c0e945,train,keep,,,,
37,chalcopyrite_002.jpg,12,VTM-004349,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p519054_page3_037_raw.jpg,chalcopyrite,metallic_hard_negative,3,519054,DG-a9c3c1eafaed,train,keep,,,,
38,chalcopyrite_002.jpg,13,VTM-004353,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p531950_page3_048_raw.jpg,chalcopyrite,metallic_hard_negative,3,531950,DG-9167d2f948cb,test,exclude,microscope_image,,,
39,chalcopyrite_002.jpg,14,VTM-004356,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p549168_page1_043_raw.jpg,chalcopyrite,metallic_hard_negative,3,549168,DG-52391854c813,train,keep,,,,
40,chalcopyrite_002.jpg,15,VTM-004373,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p609035_page2_007_raw.jpg,chalcopyrite,metallic_hard_negative,3,609035,DG-f6aa30d8ae15,train,keep,,,,
41,chalcopyrite_002.jpg,16,VTM-004377,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p624795_page4_046_raw.jpg,chalcopyrite,metallic_hard_negative,3,624795,DG-2a2b23af86d3,train,exclude,microscope_image,,,
42,chalcopyrite_002.jpg,17,VTM-004388,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p655706_page6_011_raw.jpg,chalcopyrite,metallic_hard_negative,3,655706,DG-330faad25acc,val,keep,,,,
43,chalcopyrite_002.jpg,18,VTM-004390,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p657902_page4_074_raw.jpg,chalcopyrite,metallic_hard_negative,3,657902,DG-ea9c51520a5e,train,keep,,,,
44,chalcopyrite_002.jpg,19,VTM-004394,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p663340_page4_068_raw.jpg,chalcopyrite,metallic_hard_negative,3,663340,DG-b045eb6ffb0d,train,exclude,microscope_image,,,
45,chalcopyrite_002.jpg,20,VTM-004398,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p669982_page4_044_raw.jpg,chalcopyrite,metallic_hard_negative,3,669982,DG-e5eea438b686,train,keep,,,,
46,chalcopyrite_002.jpg,21,VTM-004402,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p673674_page4_073_raw.jpg,chalcopyrite,metallic_hard_negative,3,673674,DG-6107f92983d8,test,keep,,,,
47,chalcopyrite_002.jpg,22,VTM-004406,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p716119_page4_055_raw.jpg,chalcopyrite,metallic_hard_negative,3,716119,DG-08cefa142ae3,train,keep,,,,
48,chalcopyrite_002.jpg,23,VTM-004414,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p759244_page1_055_raw.jpg,chalcopyrite,metallic_hard_negative,3,759244,DG-56a4cd02b9dc,train,keep,,,,
49,chalcopyrite_002.jpg,24,VTM-004427,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p840820_page3_062_raw.jpg,chalcopyrite,metallic_hard_negative,3,840820,DG-75743ce608f0,train,keep,,,,
50,chalcopyrite_002.jpg,25,VTM-004436,raw_negative/metallic_hard_negative/chalcopyrite/chalcopyrite_mindat_p904102_page4_070_raw.jpg,chalcopyrite,metallic_hard_negative,3,904102,DG-b05a976d1bb6,test,keep,,,,
1,feldspar_001.jpg,1,VTM-002053,raw_negative/gangue_negative/feldspar/feldspar_mindat_p029142_page5_026_raw.jpg,feldspar,gangue_negative,2,29142,DG-fd56db2790f4,train,keep,,,,
2,feldspar_001.jpg,2,VTM-002056,raw_negative/gangue_negative/feldspar/feldspar_mindat_p033066_page5_021_raw.jpg,feldspar,gangue_negative,2,33066,DG-f9c76eb1affa,train,keep,,,,
3,feldspar_001.jpg,3,VTM-002067,raw_negative/gangue_negative/feldspar/feldspar_mindat_p045068_page1_035_raw.jpg,feldspar,gangue_negative,2,45068,DG-c518f5543b12,train,keep,,,,
4,feldspar_001.jpg,4,VTM-002069,raw_negative/gangue_negative/feldspar/feldspar_mindat_p046628_page1_014_raw.jpg,feldspar,gangue_negative,2,46628,DG-44d8b6d964ce,val,keep,,,,
5,feldspar_001.jpg,5,VTM-002072,raw_negative/gangue_negative/feldspar/feldspar_mindat_p048658_page1_032_raw.jpg,feldspar,gangue_negative,2,48658,DG-527cdfca6bd0,train,keep,,,,
6,feldspar_001.jpg,6,VTM-002076,raw_negative/gangue_negative/feldspar/feldspar_mindat_p058423_page1_026_raw.jpg,feldspar,gangue_negative,2,58423,DG-8af6ac114c98,train,keep,,,,
7,feldspar_001.jpg,7,VTM-002081,raw_negative/gangue_negative/feldspar/feldspar_mindat_p065391_page5_010_raw.jpg,feldspar,gangue_negative,2,65391,DG-c41548a4a35b,train,keep,,,,
8,feldspar_001.jpg,8,VTM-002086,raw_negative/gangue_negative/feldspar/feldspar_mindat_p065404_page5_004_raw.jpg,feldspar,gangue_negative,2,65404,DG-a8a66cab92d9,train,keep,,,,
9,feldspar_001.jpg,9,VTM-002094,raw_negative/gangue_negative/feldspar/feldspar_mindat_p089668_page6_008_raw.jpg,feldspar,gangue_negative,2,89668,DG-09f569272b3d,val,keep,,,,
10,feldspar_001.jpg,10,VTM-002107,raw_negative/gangue_negative/feldspar/feldspar_mindat_p116155_page5_007_raw.jpg,feldspar,gangue_negative,2,116155,DG-ac7a6b0963f8,train,keep,,,,
11,feldspar_001.jpg,11,VTM-002118,raw_negative/gangue_negative/feldspar/feldspar_mindat_p1258952_page6_013_raw.jpg,feldspar,gangue_negative,2,1258952,DG-295848eab4a1,test,keep,,,,
12,feldspar_001.jpg,12,VTM-002121,raw_negative/gangue_negative/feldspar/feldspar_mindat_p135493_page1_020_raw.jpg,feldspar,gangue_negative,2,135493,DG-62520645c4b6,val,keep,,,,
13,feldspar_001.jpg,13,VTM-002123,raw_negative/gangue_negative/feldspar/feldspar_mindat_p1364077_page3_059_raw.jpg,feldspar,gangue_negative,2,1364077,DG-6b30d9945f49,val,keep,,,,
14,feldspar_001.jpg,14,VTM-002133,raw_negative/gangue_negative/feldspar/feldspar_mindat_p143542_page6_016_raw.jpg,feldspar,gangue_negative,2,143542,DG-1b8c4bbc2ef9,test,keep,,,,
15,feldspar_001.jpg,15,VTM-002140,raw_negative/gangue_negative/feldspar/feldspar_mindat_p1492826_page3_013_raw.jpg,feldspar,gangue_negative,2,1492826,DG-e7e114a85ca5,val,keep,,,,
16,feldspar_001.jpg,16,VTM-002154,raw_negative/gangue_negative/feldspar/feldspar_mindat_p1492868_page3_012_raw.jpg,feldspar,gangue_negative,2,1492868,DG-10305d8566a3,train,keep,,,,
17,feldspar_001.jpg,17,VTM-002162,raw_negative/gangue_negative/feldspar/feldspar_mindat_p1635099_page3_061_raw.jpg,feldspar,gangue_negative,2,1635099,DG-58e9a9e63982,train,keep,,,,
18,feldspar_001.jpg,18,VTM-002164,raw_negative/gangue_negative/feldspar/feldspar_mindat_p1680024_page1_005_raw.jpg,feldspar,gangue_negative,2,1680024,DG-ad735c7f337e,train,keep,,,,
19,feldspar_001.jpg,19,VTM-002165,raw_negative/gangue_negative/feldspar/feldspar_mindat_p170604_page6_017_raw.jpg,feldspar,gangue_negative,2,170604,DG-7131f40426fd,train,keep,,,,
20,feldspar_001.jpg,20,VTM-002167,raw_negative/gangue_negative/feldspar/feldspar_mindat_p1720428_page4_036_raw.jpg,feldspar,gangue_negative,2,1720428,DG-302c3279dd99,train,keep,,,,
21,feldspar_001.jpg,21,VTM-002170,raw_negative/gangue_negative/feldspar/feldspar_mindat_p179619_page5_058_raw.jpg,feldspar,gangue_negative,2,179619,DG-8735f3b5117b,train,keep,,,,
22,feldspar_001.jpg,22,VTM-002174,raw_negative/gangue_negative/feldspar/feldspar_mindat_p188004_page6_019_raw.jpg,feldspar,gangue_negative,2,188004,DG-39980dca072f,train,keep,,,,
23,feldspar_001.jpg,23,VTM-002177,raw_negative/gangue_negative/feldspar/feldspar_mindat_p199473_page5_042_raw.jpg,feldspar,gangue_negative,2,199473,DG-45da50c30754,test,keep,,,,
24,feldspar_001.jpg,24,VTM-002184,raw_negative/gangue_negative/feldspar/feldspar_mindat_p207257_page5_054_raw.jpg,feldspar,gangue_negative,2,207257,DG-41d3557f934b,train,keep,,,,
25,feldspar_001.jpg,25,VTM-002191,raw_negative/gangue_negative/feldspar/feldspar_mindat_p213262_page5_066_raw.jpg,feldspar,gangue_negative,2,213262,DG-abd166db4fc9,test,keep,,,,
26,feldspar_002.jpg,1,VTM-002193,raw_negative/gangue_negative/feldspar/feldspar_mindat_p213503_page6_052_raw.jpg,feldspar,gangue_negative,2,213503,DG-c794c43abb0b,train,keep,,,,
27,feldspar_002.jpg,2,VTM-002206,raw_negative/gangue_negative/feldspar/feldspar_mindat_p235775_page6_028_raw.jpg,feldspar,gangue_negative,2,235775,DG-014dcb6a9f62,train,keep,,,,
28,feldspar_002.jpg,3,VTM-002210,raw_negative/gangue_negative/feldspar/feldspar_mindat_p243821_page1_037_raw.jpg,feldspar,gangue_negative,2,243821,DG-d93c56bd62eb,val,keep,,,,
29,feldspar_002.jpg,4,VTM-002212,raw_negative/gangue_negative/feldspar/feldspar_mindat_p255659_page4_014_raw.jpg,feldspar,gangue_negative,2,255659,DG-47fc26f33286,train,keep,,,,
30,feldspar_002.jpg,5,VTM-002225,raw_negative/gangue_negative/feldspar/feldspar_mindat_p284342_page6_022_raw.jpg,feldspar,gangue_negative,2,284342,DG-0daca63bbd1a,test,keep,,,,
31,feldspar_002.jpg,6,VTM-002226,raw_negative/gangue_negative/feldspar/feldspar_mindat_p285009_page5_074_raw.jpg,feldspar,gangue_negative,2,285009,DG-52f301fc41cb,train,keep,,,,
32,feldspar_002.jpg,7,VTM-002236,raw_negative/gangue_negative/feldspar/feldspar_mindat_p326090_page3_027_raw.jpg,feldspar,gangue_negative,2,326090,DG-a779e0a138d9,val,keep,,,,
33,feldspar_002.jpg,8,VTM-002240,raw_negative/gangue_negative/feldspar/feldspar_mindat_p329978_page4_016_raw.jpg,feldspar,gangue_negative,2,329978,DG-d34d770ebe13,train,keep,,,,
34,feldspar_002.jpg,9,VTM-002249,raw_negative/gangue_negative/feldspar/feldspar_mindat_p366009_page4_011_raw.jpg,feldspar,gangue_negative,2,366009,DG-81a78418fcb4,train,keep,,,,
35,feldspar_002.jpg,10,VTM-002256,raw_negative/gangue_negative/feldspar/feldspar_mindat_p380284_page5_075_raw.jpg,feldspar,gangue_negative,2,380284,DG-546013cd7c9b,train,keep,,,,
36,feldspar_002.jpg,11,VTM-002261,raw_negative/gangue_negative/feldspar/feldspar_mindat_p467828_page5_038_raw.jpg,feldspar,gangue_negative,2,467828,DG-de4346da0765,test,keep,,,,
37,feldspar_002.jpg,12,VTM-002267,raw_negative/gangue_negative/feldspar/feldspar_mindat_p474093_page6_044_raw.jpg,feldspar,gangue_negative,2,474093,DG-b6b3dc6cb54a,train,keep,,,,
38,feldspar_002.jpg,13,VTM-002276,raw_negative/gangue_negative/feldspar/feldspar_mindat_p491113_page3_042_raw.jpg,feldspar,gangue_negative,2,491113,DG-419ba4b696ff,train,keep,,,,
39,feldspar_002.jpg,14,VTM-002281,raw_negative/gangue_negative/feldspar/feldspar_mindat_p528690_page6_062_raw.jpg,feldspar,gangue_negative,2,528690,DG-795e171f6ae3,val,keep,,,,
40,feldspar_002.jpg,15,VTM-002282,raw_negative/gangue_negative/feldspar/feldspar_mindat_p528692_page6_075_raw.jpg,feldspar,gangue_negative,2,528692,DG-eb73494e1800,train,keep,,,,
41,feldspar_002.jpg,16,VTM-002285,raw_negative/gangue_negative/feldspar/feldspar_mindat_p531914_page5_057_raw.jpg,feldspar,gangue_negative,2,531914,DG-dd2052ca10f5,train,keep,,,,
42,feldspar_002.jpg,17,VTM-002286,raw_negative/gangue_negative/feldspar/feldspar_mindat_p531941_page5_065_raw.jpg,feldspar,gangue_negative,2,531941,DG-68bc250cc9a1,train,keep,,,,
43,feldspar_002.jpg,18,VTM-002288,raw_negative/gangue_negative/feldspar/feldspar_mindat_p535828_page3_032_raw.jpg,feldspar,gangue_negative,2,535828,DG-1a0b8779fb47,train,keep,,,,
44,feldspar_002.jpg,19,VTM-002299,raw_negative/gangue_negative/feldspar/feldspar_mindat_p585782_page6_060_raw.jpg,feldspar,gangue_negative,2,585782,DG-0b3a2f900e75,train,keep,,,,
45,feldspar_002.jpg,20,VTM-002302,raw_negative/gangue_negative/feldspar/feldspar_mindat_p589341_page4_019_raw.jpg,feldspar,gangue_negative,2,589341,DG-271de854f074,train,keep,,,,
46,feldspar_002.jpg,21,VTM-002318,raw_negative/gangue_negative/feldspar/feldspar_mindat_p665954_page6_014_raw.jpg,feldspar,gangue_negative,2,665954,DG-e488ed2c40b2,test,keep,,,,
47,feldspar_002.jpg,22,VTM-002322,raw_negative/gangue_negative/feldspar/feldspar_mindat_p685875_page3_048_raw.jpg,feldspar,gangue_negative,2,685875,DG-2c899b501f1d,train,keep,,,,
48,feldspar_002.jpg,23,VTM-002328,raw_negative/gangue_negative/feldspar/feldspar_mindat_p719414_page6_031_raw.jpg,feldspar,gangue_negative,2,719414,DG-19dbdc53bcd4,train,keep,,,,
49,feldspar_002.jpg,24,VTM-002335,raw_negative/gangue_negative/feldspar/feldspar_mindat_p800023_page6_071_raw.jpg,feldspar,gangue_negative,2,800023,DG-30c595ffee50,train,keep,,,,
50,feldspar_002.jpg,25,VTM-002346,raw_negative/gangue_negative/feldspar/feldspar_mindat_p951595_page4_001_raw.jpg,feldspar,gangue_negative,2,951595,DG-c78e37ea3d5a,train,keep,,,,
1,fluorapatite_001.jpg,1,VTM-002364,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p009639_page9_071_raw.jpg,fluorapatite,gangue_negative,2,9639,DG-85e712a8d85e,val,keep,,,,
2,fluorapatite_001.jpg,2,VTM-002375,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p022985_page1_065_raw.jpg,fluorapatite,gangue_negative,2,22985,DG-c841c33df7c5,val,keep,,,,
3,fluorapatite_001.jpg,3,VTM-002392,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p037471_page8_032_raw.jpg,fluorapatite,gangue_negative,2,37471,DG-5f88d7dfbcd3,train,keep,,,,
4,fluorapatite_001.jpg,4,VTM-002397,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p041803_page8_020_raw.jpg,fluorapatite,gangue_negative,2,41803,DG-16eac3871708,train,keep,,,,
5,fluorapatite_001.jpg,5,VTM-002435,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p071890_page9_036_raw.jpg,fluorapatite,gangue_negative,2,71890,DG-e579e6d2957d,train,keep,,,,
6,fluorapatite_001.jpg,6,VTM-002440,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p076367_page9_017_raw.jpg,fluorapatite,gangue_negative,2,76367,DG-157a7f6e370f,train,keep,,,,
7,fluorapatite_001.jpg,7,VTM-002451,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p095155_page1_004_raw.jpg,fluorapatite,gangue_negative,2,95155,DG-c9f661bdfc44,train,keep,,,,
8,fluorapatite_001.jpg,8,VTM-002452,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p095295_page9_010_raw.jpg,fluorapatite,gangue_negative,2,95295,DG-6f4aea9c0e28,train,keep,,,,
9,fluorapatite_001.jpg,9,VTM-002453,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p097442_page1_071_raw.jpg,fluorapatite,gangue_negative,2,97442,DG-d81a26fc98cc,train,keep,,,,
10,fluorapatite_001.jpg,10,VTM-002454,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p101285_page1_005_raw.jpg,fluorapatite,gangue_negative,2,101285,DG-5e7f3b249764,train,keep,,,,
11,fluorapatite_001.jpg,11,VTM-002455,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p101288_page1_002_raw.jpg,fluorapatite,gangue_negative,2,101288,DG-64878c17d768,train,keep,,,,
12,fluorapatite_001.jpg,12,VTM-002463,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p105564_page1_018_raw.jpg,fluorapatite,gangue_negative,2,105564,DG-46b53f03219c,test,keep,,,,
13,fluorapatite_001.jpg,13,VTM-002465,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p1066293_page3_034_raw.jpg,fluorapatite,gangue_negative,2,1066293,DG-c6e686d5bace,train,keep,,,,
14,fluorapatite_001.jpg,14,VTM-002480,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p1139207_page3_071_raw.jpg,fluorapatite,gangue_negative,2,1139207,DG-d493a304ed9d,test,keep,,,,
15,fluorapatite_001.jpg,15,VTM-002502,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p1204323_page2_002_raw.jpg,fluorapatite,gangue_negative,2,1204323,DG-691af9ea3c83,train,keep,,,,
16,fluorapatite_001.jpg,16,VTM-002511,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p1239100_page6_003_raw.jpg,fluorapatite,gangue_negative,2,1239100,DG-acfa5bbc9fc2,train,keep,,,,
17,fluorapatite_001.jpg,17,VTM-002518,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p1262688_page3_052_raw.jpg,fluorapatite,gangue_negative,2,1262688,DG-f17c54399b5a,train,keep,,,,
18,fluorapatite_001.jpg,18,VTM-002528,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p1295232_page3_027_raw.jpg,fluorapatite,gangue_negative,2,1295232,DG-ed2777a70763,train,keep,,,,
19,fluorapatite_001.jpg,19,VTM-002544,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p132531_page3_006_raw.jpg,fluorapatite,gangue_negative,2,132531,DG-e4b93cc51e74,train,keep,,,,
20,fluorapatite_001.jpg,20,VTM-002551,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p1346750_page3_055_raw.jpg,fluorapatite,gangue_negative,2,1346750,DG-b4df31af3ff3,train,keep,,,,
21,fluorapatite_001.jpg,21,VTM-002573,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p1471609_page3_072_raw.jpg,fluorapatite,gangue_negative,2,1471609,DG-00d7b7a2647a,val,keep,,,,
22,fluorapatite_001.jpg,22,VTM-002582,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p154127_page4_021_raw.jpg,fluorapatite,gangue_negative,2,154127,DG-8e8c858f78d6,train,keep,,,,
23,fluorapatite_001.jpg,23,VTM-002587,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p157256_page4_026_raw.jpg,fluorapatite,gangue_negative,2,157256,DG-1b7ea6b28770,test,keep,,,,
24,fluorapatite_001.jpg,24,VTM-002590,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p157456_page4_040_raw.jpg,fluorapatite,gangue_negative,2,157456,DG-d8bac07451c4,train,keep,,,,
25,fluorapatite_001.jpg,25,VTM-002605,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p167969_page9_021_raw.jpg,fluorapatite,gangue_negative,2,167969,DG-0f47d6b5986a,train,keep,,,,
26,fluorapatite_002.jpg,1,VTM-002613,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p173801_page9_064_raw.jpg,fluorapatite,gangue_negative,2,173801,DG-cfa45201f2e9,val,keep,,,,
27,fluorapatite_002.jpg,2,VTM-002622,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p186251_page8_045_raw.jpg,fluorapatite,gangue_negative,2,186251,DG-fd6fd9c713d4,train,keep,,,,
28,fluorapatite_002.jpg,3,VTM-002666,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p287018_page4_029_raw.jpg,fluorapatite,gangue_negative,2,287018,DG-d6154b10f9cc,train,keep,,,,
29,fluorapatite_002.jpg,4,VTM-002676,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p309629_page7_011_raw.jpg,fluorapatite,gangue_negative,2,309629,DG-f3f358f76444,test,keep,,,,
30,fluorapatite_002.jpg,5,VTM-002678,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p310697_page7_009_raw.jpg,fluorapatite,gangue_negative,2,310697,DG-6572cc3814d3,val,keep,,,,
31,fluorapatite_002.jpg,6,VTM-002682,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p315997_page3_013_raw.jpg,fluorapatite,gangue_negative,2,315997,DG-899b21bec40d,train,keep,,,,
32,fluorapatite_002.jpg,7,VTM-002726,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p391678_page4_062_raw.jpg,fluorapatite,gangue_negative,2,391678,DG-83cfe2ace11e,train,keep,,,,
33,fluorapatite_002.jpg,8,VTM-002730,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p397608_page1_020_raw.jpg,fluorapatite,gangue_negative,2,397608,DG-bd26cd380703,test,keep,,,,
34,fluorapatite_002.jpg,9,VTM-002747,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p415859_page8_006_raw.jpg,fluorapatite,gangue_negative,2,415859,DG-28816c31cbef,train,keep,,,,
35,fluorapatite_002.jpg,10,VTM-002753,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p428697_page8_073_raw.jpg,fluorapatite,gangue_negative,2,428697,DG-14675da71f30,train,keep,,,,
36,fluorapatite_002.jpg,11,VTM-002766,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p470297_page5_003_raw.jpg,fluorapatite,gangue_negative,2,470297,DG-ff21086b640f,train,keep,,,,
37,fluorapatite_002.jpg,12,VTM-002777,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p487507_page2_035_raw.jpg,fluorapatite,gangue_negative,2,487507,DG-3b4086da1f44,train,keep,,,,
38,fluorapatite_002.jpg,13,VTM-002790,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p527849_page8_014_raw.jpg,fluorapatite,gangue_negative,2,527849,DG-e68a1a5c5b3a,train,keep,,,,
39,fluorapatite_002.jpg,14,VTM-002793,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p544093_page9_038_raw.jpg,fluorapatite,gangue_negative,2,544093,DG-42f6736028f3,train,keep,,,,
40,fluorapatite_002.jpg,15,VTM-002808,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p567569_page7_069_raw.jpg,fluorapatite,gangue_negative,2,567569,DG-28b225d52def,train,keep,,,,
41,fluorapatite_002.jpg,16,VTM-002810,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p572058_page8_011_raw.jpg,fluorapatite,gangue_negative,2,572058,DG-c7cefc4405fa,train,keep,,,,
42,fluorapatite_002.jpg,17,VTM-002815,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p581707_page4_020_raw.jpg,fluorapatite,gangue_negative,2,581707,DG-29cc61905c9b,val,keep,,,,
43,fluorapatite_002.jpg,18,VTM-002818,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p589107_page3_026_raw.jpg,fluorapatite,gangue_negative,2,589107,DG-8ea8283029de,train,keep,,,,
44,fluorapatite_002.jpg,19,VTM-002823,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p603627_page5_001_raw.jpg,fluorapatite,gangue_negative,2,603627,DG-2736a493772c,train,keep,,,,
45,fluorapatite_002.jpg,20,VTM-002832,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p630744_page2_073_raw.jpg,fluorapatite,gangue_negative,2,630744,DG-eb506c3cccbb,train,keep,,,,
46,fluorapatite_002.jpg,21,VTM-002838,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p655334_page8_052_raw.jpg,fluorapatite,gangue_negative,2,655334,DG-626f201437a9,train,keep,,,,
47,fluorapatite_002.jpg,22,VTM-002841,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p659044_page2_046_raw.jpg,fluorapatite,gangue_negative,2,659044,DG-6c3015bf0dd0,train,keep,,,,
48,fluorapatite_002.jpg,23,VTM-002846,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p682847_page4_068_raw.jpg,fluorapatite,gangue_negative,2,682847,DG-eb56c8127d3f,train,keep,,,,
49,fluorapatite_002.jpg,24,VTM-002854,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p723167_page2_071_raw.jpg,fluorapatite,gangue_negative,2,723167,DG-27812b02f1ff,train,keep,,,,
50,fluorapatite_002.jpg,25,VTM-002863,raw_negative/gangue_negative/fluorapatite/fluorapatite_mindat_p755189_page4_073_raw.jpg,fluorapatite,gangue_negative,2,755189,DG-7ce276205cbb,val,keep,,,,
1,goethite_001.jpg,1,VTM-004450,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p011655_page1_005_raw.jpg,goethite,metallic_hard_negative,3,11655,DG-abcb9813a0f9,train,keep,,,,
2,goethite_001.jpg,2,VTM-004454,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p022128_page2_001_raw.jpg,goethite,metallic_hard_negative,3,22128,DG-49fe477852af,train,exclude,rendered_or_illustration,,,
3,goethite_001.jpg,3,VTM-004461,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p043185_page1_004_raw.jpg,goethite,metallic_hard_negative,3,43185,DG-b80d1a70b842,train,keep,,,,
4,goethite_001.jpg,4,VTM-004463,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p043188_page1_006_raw.jpg,goethite,metallic_hard_negative,3,43188,DG-40c3929ff8a1,train,keep,,,,
5,goethite_001.jpg,5,VTM-004470,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p059435_page2_004_raw.jpg,goethite,metallic_hard_negative,3,59435,DG-cdbe626ccda5,test,keep,,,,
6,goethite_001.jpg,6,VTM-004477,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p066556_page1_075_raw.jpg,goethite,metallic_hard_negative,3,66556,DG-6cb8a456f474,train,keep,,,,
